CHROM,START,END,MOTIF,STRAND,PVALUE,TE,family_id,class_id
chr20,2710920,2710932,MA1710.1,-,3.79e-08,MLT1C,ERVL-MaLR,LTR
chr4,3591974,3591986,MA1710.1,-,3.79e-08,Tigger15a,TcMar-Tigger,DNA
chr3,5257340,5257352,MA1710.1,+,3.79e-08,MER20,hAT-Charlie,DNA
chr8,5437810,5437822,MA1710.1,+,3.79e-08,MLT1C,ERVL-MaLR,LTR
chr8,6927479,6927491,MA1710.1,+,3.79e-08,HERVE-int,ERV1,LTR
chr8,9120778,9120790,MA1710.1,+,3.79e-08,L1PA16,L1,LINE
chr10,11345193,11345205,MA1710.1,-,3.79e-08,L3,CR1,LINE
chr8,12568758,12568770,MA1710.1,-,3.79e-08,HERVE-int,ERV1,LTR
chr11,12589059,12589071,MA1710.1,-,3.79e-08,Tigger1,TcMar-Tigger,DNA
chr8,12799711,12799723,MA1710.1,-,3.79e-08,LTR56,ERV1,LTR
chr3,13867204,13867216,MA1710.1,+,3.79e-08,LTR16A,ERVL,LTR
chr3,14367667,14367679,MA1710.1,+,3.79e-08,L1ME2,L1,LINE
chr21,14546936,14546948,MA1710.1,+,3.79e-08,L1PA16,L1,LINE
chr1,15004534,15004546,MA1710.1,+,3.79e-08,MIR3,MIR,SINE
chr18,15143683,15143695,MA1710.1,-,3.79e-08,L1PA16,L1,LINE
chr17,15802894,15802906,MA1710.1,-,3.79e-08,L1PA16,L1,LINE
chr7,15910966,15910978,MA1710.1,+,3.79e-08,MLT1C,ERVL-MaLR,LTR
chr2,16163044,16163056,MA1710.1,+,3.79e-08,MIR,MIR,SINE
chr11,16540881,16540893,MA1710.1,-,3.79e-08,L1PA17,L1,LINE
chr21,17008920,17008932,MA1710.1,-,3.79e-08,HERVL-int,ERVL,LTR
chrX,18217445,18217457,MA1710.1,+,3.79e-08,L1MD2,L1,LINE
chr5,18429296,18429308,MA1710.1,+,3.79e-08,THE1B-int,ERVL-MaLR,LTR
chr13,19120471,19120483,MA1710.1,+,3.79e-08,L1PA16,L1,LINE
chr5,19896547,19896559,MA1710.1,+,3.79e-08,MLT1D,ERVL-MaLR,LTR
chr7,19916961,19916973,MA1710.1,-,3.79e-08,L1PB1,L1,LINE
