CHROM,START,END,MOTIF,STRAND,PVALUE,TE,family_id,class_id
chr2,227070450,227070471,MA1987.1,-,1.08e-09,HAL1,L1,LINE
chr4,179300015,179300036,MA1987.1,+,2.38e-09,L1PA8A,L1,LINE
chr3,9690161,9690182,MA1987.1,+,2.87e-09,MIRc,MIR,SINE
chr1,48971275,48971296,MA1987.1,+,3.26e-09,LTR33,ERVL,LTR
chr14,24136454,24136475,MA1987.1,-,3.42e-09,LTR78,ERV1,LTR
chrX,108324886,108324907,MA1987.1,+,3.84e-09,L1MA4,L1,LINE
chr5,13926299,13926320,MA1987.1,+,5.41e-09,LTR78,ERV1,LTR
chr7,26377062,26377083,MA1987.1,-,6.27e-09,L1MB2,L1,LINE
chr13,42659442,42659463,MA1987.1,-,6.41e-09,Charlie25,hAT-Charlie,DNA
chr15,59718982,59719003,MA1987.1,-,7.27e-09,HAL1,L1,LINE
chr3,8722891,8722912,MA1987.1,-,7.58e-09,SATR1,Satellite,Satellite
chr1,5988217,5988238,MA1987.1,-,7.73e-09,L1MD2,L1,LINE
chr11,129528441,129528462,MA1987.1,+,7.98e-09,L1PA10,L1,LINE
chrX,148311981,148312002,MA1987.1,-,8.07e-09,L1PA10,L1,LINE
chr12,104832873,104832894,MA1987.1,+,8.41e-09,MER50,ERV1,LTR
chr8,113950260,113950281,MA1987.1,+,8.66e-09,MER65C,ERV1,LTR
chr6,124798902,124798923,MA1987.1,-,9.49e-09,HAL1-3A_ME,L1,LINE
chr8,96425656,96425677,MA1987.1,-,9.79e-09,MIR3,MIR,SINE
chrX,33477910,33477931,MA1987.1,+,1.12e-08,L1PA16,L1,LINE
chr5,131622821,131622842,MA1987.1,-,1.12e-08,LTR57-int,ERVL,LTR
chr7,141542683,141542704,MA1987.1,+,1.12e-08,LTR57-int,ERVL,LTR
chr19,6849252,6849273,MA1987.1,-,1.19e-08,L1PA16,L1,LINE
chr4,177882177,177882198,MA1987.1,+,1.25e-08,L1MEg,L1,LINE
chr6,145735064,145735085,MA1987.1,-,1.41e-08,LTR78,ERV1,LTR
chr5,103431477,103431498,MA1987.1,-,1.51e-08,THE1D-int,ERVL-MaLR,LTR
chr4,74565569,74565590,MA1987.1,-,1.52e-08,HAL1-3A_ME,L1,LINE
chr7,44614388,44614409,MA1987.1,-,1.53e-08,AluJo,Alu,SINE
chr2,139054899,139054920,MA1987.1,+,1.59e-08,L2b,L2,LINE
chr3,1888529,1888550,MA1987.1,+,1.7e-08,L1MC3,L1,LINE
chr3,9334482,9334503,MA1987.1,-,1.8e-08,Charlie19a,hAT-Charlie,DNA
chrX,149242347,149242368,MA1987.1,+,1.9e-08,L1MEc,L1,LINE
chr2,46106296,46106317,MA1987.1,+,1.92e-08,LTR1D,ERV1,LTR
chr15,85262389,85262410,MA1987.1,+,1.96e-08,AluJo,Alu,SINE
chr3,171483355,171483376,MA1987.1,+,1.96e-08,MIR3,MIR,SINE
chr8,137714121,137714142,MA1987.1,+,2.23e-08,L1MEg,L1,LINE
chr5,151694074,151694095,MA1987.1,-,2.23e-08,HAL1-3A_ME,L1,LINE
chr10,81790955,81790976,MA1987.1,+,2.24e-08,L1PA17,L1,LINE
chr15,101478697,101478718,MA1987.1,-,2.35e-08,L1MA5,L1,LINE
chr21,26358756,26358777,MA1987.1,-,2.37e-08,L1MC2,L1,LINE
chr7,150993453,150993474,MA1987.1,-,2.44e-08,L1MEg,L1,LINE
chr2,11066841,11066862,MA1987.1,+,2.46e-08,L1MB8,L1,LINE
chr3,99001919,99001940,MA1987.1,+,2.46e-08,L1MA1,L1,LINE
chr1,87154203,87154224,MA1987.1,-,2.52e-08,MER2,TcMar-Tigger,DNA
chr4,22912193,22912214,MA1987.1,+,2.59e-08,HAL1-3A_ME,L1,LINE
chr18,65857501,65857522,MA1987.1,-,2.62e-08,L1PA16,L1,LINE
chr19,32510588,32510609,MA1987.1,+,2.71e-08,AluJo,Alu,SINE
chr6,118733045,118733066,MA1987.1,-,2.71e-08,ERVL-E-int,ERVL,LTR
chr1,119727436,119727457,MA1987.1,-,2.71e-08,AluJb,Alu,SINE
chr3,180266257,180266278,MA1987.1,+,2.81e-08,LTR57-int,ERVL,LTR
chr14,35900744,35900765,MA1987.1,-,2.91e-08,L1PA16,L1,LINE
chr5,22876997,22877018,MA1987.1,-,2.94e-08,L1M5,L1,LINE
chr7,82971479,82971500,MA1987.1,+,2.96e-08,L1PA7,L1,LINE
chr4,3114138,3114159,MA1987.1,-,3.04e-08,L1ME3A,L1,LINE
chr15,32290229,32290250,MA1987.1,+,3.09e-08,L1MC3,L1,LINE
chr4,114017147,114017168,MA1987.1,-,3.09e-08,LTR88b,Gypsy,LTR
chr7,78645307,78645328,MA1987.1,+,3.12e-08,L1PA15,L1,LINE
chr1,10456087,10456108,MA1987.1,+,3.29e-08,AluSx3,Alu,SINE
chr12,48774360,48774381,MA1987.1,+,3.32e-08,ERVL-E-int,ERVL,LTR
chrX,75259055,75259076,MA1987.1,-,3.35e-08,L1PA8,L1,LINE
chr5,115416413,115416434,MA1987.1,+,3.35e-08,L1P3,L1,LINE
chr11,74378038,74378059,MA1987.1,+,3.41e-08,L1MB7,L1,LINE
chrX,20577194,20577215,MA1987.1,-,3.44e-08,HAL1-3A_ME,L1,LINE
chrX,38145274,38145295,MA1987.1,-,3.47e-08,HAL1-3A_ME,L1,LINE
chrX,38145400,38145421,MA1987.1,-,3.47e-08,HAL1-3A_ME,L1,LINE
chr1,15162664,15162685,MA1987.1,-,3.52e-08,LTR79,ERVL,LTR
chrX,57485799,57485820,MA1987.1,+,3.52e-08,L1PA8,L1,LINE
chr10,135415134,135415155,MA1987.1,-,3.52e-08,L1MD2,L1,LINE
chr6,169404310,169404331,MA1987.1,-,3.55e-08,MER61F,ERV1,LTR
chr2,53570948,53570969,MA1987.1,+,3.58e-08,L1MA4,L1,LINE
chr7,135170446,135170467,MA1987.1,+,3.58e-08,L1MD2,L1,LINE
chr7,113390,113411,MA1987.1,-,3.61e-08,L1ME1,L1,LINE
chr8,36289815,36289836,MA1987.1,+,3.74e-08,L1PA17,L1,LINE
chr7,48268175,48268196,MA1987.1,+,3.74e-08,MER115,hAT-Tip100,DNA
chr1,952294,952315,MA1987.1,-,3.78e-08,AluSg,Alu,SINE
chr19,3029898,3029919,MA1987.1,-,3.84e-08,AluJr,Alu,SINE
chr8,122242598,122242619,MA1987.1,-,3.9e-08,L1PB1,L1,LINE
chr6,44406743,44406764,MA1987.1,-,3.94e-08,L1MB8,L1,LINE
chr13,68642243,68642264,MA1987.1,-,3.97e-08,L1MB3,L1,LINE
chr3,63083468,63083489,MA1987.1,-,4.01e-08,L1PB2,L1,LINE
chr3,147189874,147189895,MA1987.1,+,4.04e-08,L1PA13,L1,LINE
chr4,28252389,28252410,MA1987.1,+,4.08e-08,MLT1E2,ERVL-MaLR,LTR
chr6,42640577,42640598,MA1987.1,+,4.08e-08,L2c,L2,LINE
chr13,76532988,76533009,MA1987.1,-,4.08e-08,HAL1,L1,LINE
chr18,55381812,55381833,MA1987.1,+,4.15e-08,L1M1,L1,LINE
chr8,40822075,40822096,MA1987.1,+,4.21e-08,L1PA7,L1,LINE
chr7,55942560,55942581,MA1987.1,-,4.21e-08,L1M2b,L1,LINE
chr6,111560706,111560727,MA1987.1,-,4.21e-08,L1MB3,L1,LINE
chr17,52751322,52751343,MA1987.1,-,4.25e-08,LTR17,ERV1,LTR
chrX,115477568,115477589,MA1987.1,-,4.28e-08,L1M1,L1,LINE
chr3,43004118,43004139,MA1987.1,+,4.36e-08,AluJr,Alu,SINE
chr16,19169860,19169881,MA1987.1,+,4.51e-08,L1PA17,L1,LINE
chr15,24963605,24963626,MA1987.1,-,4.51e-08,L1PA10,L1,LINE
chr10,92010330,92010351,MA1987.1,+,4.58e-08,L1MA4,L1,LINE
chrX,130061399,130061420,MA1987.1,-,4.58e-08,L1MA5A,L1,LINE
chr1,73296663,73296684,MA1987.1,+,4.7e-08,L1PA7,L1,LINE
chr14,52241289,52241310,MA1987.1,+,4.74e-08,SATR1,Satellite,Satellite
chrX,97662140,97662161,MA1987.1,+,4.78e-08,ERVL-E-int,ERVL,LTR
chr7,62015702,62015723,MA1987.1,-,4.82e-08,ALR/Alpha,centr,Satellite
chr16,72489670,72489691,MA1987.1,-,4.94e-08,L1MA2,L1,LINE
chr7,11005431,11005452,MA1987.1,-,4.98e-08,L1PA6,L1,LINE
chr14,65782369,65782390,MA1987.1,+,4.98e-08,MIR,MIR,SINE
chr14,82603185,82603206,MA1987.1,-,5.06e-08,AluJr,Alu,SINE
chr12,81408989,81409010,MA1987.1,-,5.1e-08,L1MA9,L1,LINE
chrUn_gl000215,17750,17771,MA1987.1,-,5.14e-08,L1MA7,L1,LINE
chrUn_gl000213,76031,76052,MA1987.1,+,5.14e-08,L1MA7,L1,LINE
chr3,5749383,5749404,MA1987.1,-,5.14e-08,HERVIP10FH-int,ERV1,LTR
chr18,14481726,14481747,MA1987.1,+,5.14e-08,L1MA7,L1,LINE
chr21,15045855,15045876,MA1987.1,-,5.14e-08,L1MA7,L1,LINE
chr15,21012598,21012619,MA1987.1,+,5.14e-08,L1MA7,L1,LINE
chr22,50273936,50273957,MA1987.1,-,5.28e-08,L1MEc,L1,LINE
chr16,59767890,59767911,MA1987.1,-,5.28e-08,L1PA10,L1,LINE
chr2,174425181,174425202,MA1987.1,+,5.36e-08,L1PA7,L1,LINE
chrX,106956161,106956182,MA1987.1,+,5.41e-08,MIRb,MIR,SINE
chr1,13894430,13894451,MA1987.1,+,5.45e-08,HERVIP10FH-int,ERV1,LTR
chr1,13894562,13894583,MA1987.1,+,5.45e-08,HERVIP10FH-int,ERV1,LTR
chr15,63255713,63255734,MA1987.1,-,5.45e-08,L1MEc,L1,LINE
chr15,58943585,58943606,MA1987.1,-,5.49e-08,L1MA2,L1,LINE
chr9,100173087,100173108,MA1987.1,+,5.49e-08,L1ME1,L1,LINE
chr2,105626215,105626236,MA1987.1,+,5.49e-08,L1ME1,L1,LINE
chr3,74770398,74770419,MA1987.1,-,5.54e-08,L1ME1,L1,LINE
chr1,24642820,24642841,MA1987.1,+,5.58e-08,MIRb,MIR,SINE
chr19,23793000,23793021,MA1987.1,-,5.63e-08,L1PA10,L1,LINE
chrX,28767044,28767065,MA1987.1,-,5.63e-08,L1MA6,L1,LINE
chr4,94853557,94853578,MA1987.1,-,5.63e-08,L1PA7,L1,LINE
chr6,157791890,157791911,MA1987.1,+,5.63e-08,L1MC4,L1,LINE
chr8,5326510,5326531,MA1987.1,+,5.68e-08,L1MA7,L1,LINE
chr19,32466597,32466618,MA1987.1,+,5.68e-08,AluSz,Alu,SINE
chr1,148863457,148863478,MA1987.1,+,5.68e-08,AluSx,Alu,SINE
chr5,85092997,85093018,MA1987.1,+,5.91e-08,L1PA8,L1,LINE
chrX,133899866,133899887,MA1987.1,+,5.91e-08,L2a,L2,LINE
chr6,99771898,99771919,MA1987.1,+,5.96e-08,L1ME3A,L1,LINE
chr18,45547587,45547608,MA1987.1,-,6e-08,HAL1-3A_ME,L1,LINE
chr19,53791049,53791070,MA1987.1,-,6e-08,L1MA9,L1,LINE
chr16,10069456,10069477,MA1987.1,+,6.06e-08,L1MEf,L1,LINE
chr2,129090017,129090038,MA1987.1,+,6.06e-08,L1ME2,L1,LINE
chr13,110709143,110709164,MA1987.1,+,6.11e-08,LTR58,ERV1,LTR
chr6,42265321,42265342,MA1987.1,+,6.16e-08,L1MEd,L1,LINE
chr9,97376443,97376464,MA1987.1,+,6.16e-08,HAL1-3A_ME,L1,LINE
chr4,107564378,107564399,MA1987.1,-,6.21e-08,L1MA5,L1,LINE
chr4,189346655,189346676,MA1987.1,-,6.26e-08,L1MEc,L1,LINE
chr17,10692953,10692974,MA1987.1,-,6.31e-08,MER5A,hAT-Charlie,DNA
chr6,17614859,17614880,MA1987.1,+,6.31e-08,MER8,TcMar-Tigger,DNA
chr22,43799831,43799852,MA1987.1,+,6.31e-08,L3,CR1,LINE
chr5,151406170,151406191,MA1987.1,-,6.31e-08,L1PA7,L1,LINE
chrX,92051057,92051078,MA1987.1,+,6.36e-08,L1MA2,L1,LINE
chrX,145624177,145624198,MA1987.1,-,6.36e-08,MSTA-int,ERVL-MaLR,LTR
chr15,25011840,25011861,MA1987.1,+,6.51e-08,L1MB2,L1,LINE
chr3,104005525,104005546,MA1987.1,-,6.51e-08,HERVK9-int,ERVK,LTR
chr2,178238533,178238554,MA1987.1,-,6.56e-08,L1PA8,L1,LINE
chr2,239613332,239613353,MA1987.1,-,6.62e-08,HERV16-int,ERVL,LTR
chr6,3638466,3638487,MA1987.1,+,6.73e-08,L1MB4,L1,LINE
chr2,48269357,48269378,MA1987.1,-,6.73e-08,L1MEc,L1,LINE
chr12,88968404,88968425,MA1987.1,-,6.78e-08,MIRc,MIR,SINE
chr12,102549363,102549384,MA1987.1,+,6.84e-08,LTR17,ERV1,LTR
chr2,210359947,210359968,MA1987.1,+,6.84e-08,L1P3,L1,LINE
chr17,75258847,75258868,MA1987.1,-,6.89e-08,MIRc,MIR,SINE
chr7,84695598,84695619,MA1987.1,+,6.94e-08,HAL1-3A_ME,L1,LINE
chr18,47236415,47236436,MA1987.1,+,7.05e-08,L1PA16,L1,LINE
chr18,67718158,67718179,MA1987.1,+,7.05e-08,L1PA8,L1,LINE
chr6,155656364,155656385,MA1987.1,-,7.05e-08,L1PB1,L1,LINE
chr20,38420229,38420250,MA1987.1,+,7.22e-08,L1PB1,L1,LINE
chr11,68994169,68994190,MA1987.1,-,7.28e-08,L1M4,L1,LINE
chr7,91016224,91016245,MA1987.1,+,7.34e-08,L3,CR1,LINE
chr2,22436454,22436475,MA1987.1,+,7.4e-08,L1MA4,L1,LINE
chrX,25244959,25244980,MA1987.1,+,7.4e-08,L1MA9,L1,LINE
chr19,2109530,2109551,MA1987.1,+,7.46e-08,MLT1B,ERVL-MaLR,LTR
chr2,10867943,10867964,MA1987.1,+,7.46e-08,AluSx1,Alu,SINE
chr17,14836119,14836140,MA1987.1,+,7.46e-08,HERV16-int,ERVL,LTR
chr18,30140465,30140486,MA1987.1,-,7.46e-08,Charlie2b,hAT-Charlie,DNA
chr1,163922318,163922339,MA1987.1,+,7.46e-08,L1P3,L1,LINE
chr1,238039894,238039915,MA1987.1,+,7.51e-08,AluSx,Alu,SINE
chrX,148655562,148655583,MA1987.1,-,7.57e-08,L1MCb,L1,LINE
chrX,148877124,148877145,MA1987.1,+,7.57e-08,L1MCb,L1,LINE
chr15,71757221,71757242,MA1987.1,-,7.63e-08,L3,CR1,LINE
chr6,72355297,72355318,MA1987.1,+,7.63e-08,HAL1-3A_ME,L1,LINE
chr4,141516830,141516851,MA1987.1,-,7.63e-08,L1PB2,L1,LINE
chr7,14536815,14536836,MA1987.1,+,7.82e-08,L1PB3,L1,LINE
chr11,32430299,32430320,MA1987.1,+,7.82e-08,L1MC5,L1,LINE
chr17,51571502,51571523,MA1987.1,+,7.82e-08,L1MA5A,L1,LINE
chr15,86382390,86382411,MA1987.1,-,7.88e-08,L1ME1,L1,LINE
chr9,25923201,25923222,MA1987.1,+,7.94e-08,L1MB1,L1,LINE
chr3,24478869,24478890,MA1987.1,+,8.01e-08,L1MA4,L1,LINE
chr7,152078434,152078455,MA1987.1,+,8.01e-08,MER20,hAT-Charlie,DNA
chr16,5346628,5346649,MA1987.1,-,8.07e-08,L1MA8,L1,LINE
chr21,16098285,16098306,MA1987.1,+,8.13e-08,L1MC5,L1,LINE
chr4,22725211,22725232,MA1987.1,-,8.13e-08,L1MEc,L1,LINE
chr12,77322010,77322031,MA1987.1,-,8.13e-08,AluSx1,Alu,SINE
chr7,7722963,7722984,MA1987.1,-,8.19e-08,MER5B,hAT-Charlie,DNA
chrX,9080899,9080920,MA1987.1,-,8.19e-08,L1PA16,L1,LINE
chr5,66268874,66268895,MA1987.1,-,8.25e-08,L1MC4,L1,LINE
chr12,2859115,2859136,MA1987.1,-,8.32e-08,L1P3,L1,LINE
chr5,64216913,64216934,MA1987.1,-,8.32e-08,L1PA16,L1,LINE
chr13,99202601,99202622,MA1987.1,+,8.32e-08,AluJo,Alu,SINE
chr3,30655111,30655132,MA1987.1,+,8.38e-08,MER115,hAT-Tip100,DNA
chr4,35791708,35791729,MA1987.1,+,8.38e-08,HAL1-3A_ME,L1,LINE
chr8,14034797,14034818,MA1987.1,+,8.59e-08,LTR57-int,ERVL,LTR
chr1,91437319,91437340,MA1987.1,+,8.59e-08,L1MB3,L1,LINE
chr7,9731099,9731120,MA1987.1,+,8.65e-08,L1PA10,L1,LINE
chr10,18877232,18877253,MA1987.1,+,8.65e-08,L1PA8,L1,LINE
chr5,58928107,58928128,MA1987.1,+,8.65e-08,L1PA7,L1,LINE
chr8,73317909,73317930,MA1987.1,+,8.65e-08,L1PA10,L1,LINE
chr2,80964465,80964486,MA1987.1,+,8.65e-08,L1PA8,L1,LINE
chr1,199399952,199399973,MA1987.1,+,8.65e-08,L1MA9,L1,LINE
chrY,23193834,23193855,MA1987.1,-,8.72e-08,L1P3b,L1,LINE
