CHROM,START,END,MOTIF,STRAND,PVALUE,TE,family_id,class_id
chr17,7768776,7768794,MA1600.1,-,9.57e-10,MLT1G1,ERVL-MaLR,LTR
chr1,213584062,213584080,MA1600.1,-,2.22e-09,L2b,L2,LINE
chr20,9529775,9529793,MA1600.1,+,2.41e-09,LTR81B,Gypsy,LTR
chr3,10535217,10535235,MA1600.1,-,3.58e-09,L2a,L2,LINE
chr1,74431106,74431124,MA1600.1,-,6.71e-09,L2a,L2,LINE
chr12,117495222,117495240,MA1600.1,-,7.06e-09,Charlie4z,hAT-Charlie,DNA
chr19,15321651,15321669,MA1600.1,+,9.69e-09,L2c,L2,LINE
chr3,141766320,141766338,MA1600.1,+,9.8e-09,LTR56,ERV1,LTR
chr14,24790113,24790131,MA1600.1,-,1.06e-08,L4,RTE,LINE
chr11,44839214,44839232,MA1600.1,-,1.1e-08,MLT1H,ERVL-MaLR,LTR
chr19,54572876,54572894,MA1600.1,-,1.24e-08,MER41B,ERV1,LTR
chr17,78126291,78126309,MA1600.1,+,1.26e-08,MER41B,ERV1,LTR
chr10,95635973,95635991,MA1600.1,-,1.28e-08,L2c,L2,LINE
chr4,174981545,174981563,MA1600.1,-,1.32e-08,MSTB-int,ERVL-MaLR,LTR
chr4,143019427,143019445,MA1600.1,-,1.46e-08,L2a,L2,LINE
chr4,163165979,163165997,MA1600.1,+,1.59e-08,MER50,ERV1,LTR
chr1,232494275,232494293,MA1600.1,-,1.61e-08,L2a,L2,LINE
chr7,117969815,117969833,MA1600.1,+,1.72e-08,HAL1,L1,LINE
chr1,111529266,111529284,MA1600.1,-,1.73e-08,LTR52-int,ERVL,LTR
chr16,27307019,27307037,MA1600.1,-,1.85e-08,L1MB8,L1,LINE
chr12,26541822,26541840,MA1600.1,+,2.11e-08,L2a,L2,LINE
chr10,6063862,6063880,MA1600.1,-,2.14e-08,L2b,L2,LINE
chr12,125778328,125778346,MA1600.1,+,2.3e-08,MLT1G,ERVL-MaLR,LTR
chr17,30158591,30158609,MA1600.1,-,2.45e-08,L2a,L2,LINE
chr8,143344824,143344842,MA1600.1,-,2.45e-08,L1MEe,L1,LINE
chr17,77512984,77513002,MA1600.1,+,2.53e-08,L1MB3,L1,LINE
chr17,77614304,77614322,MA1600.1,+,2.53e-08,L1MB3,L1,LINE
chrY,9962010,9962028,MA1600.1,-,2.62e-08,LTR5_Hs,ERVK,LTR
chr1,5633660,5633678,MA1600.1,-,2.69e-08,LTR5B,ERVK,LTR
chrY,26026512,26026530,MA1600.1,-,2.69e-08,LTR5_Hs,ERVK,LTR
chrY,27935870,27935888,MA1600.1,+,2.69e-08,LTR5_Hs,ERVK,LTR
chr8,47367129,47367147,MA1600.1,-,2.69e-08,LTR5A,ERVK,LTR
chr4,76211805,76211823,MA1600.1,-,2.69e-08,LTR5B,ERVK,LTR
chr8,9291938,9291956,MA1600.1,+,2.72e-08,LTR25,ERV1,LTR
chrX,92424135,92424153,MA1600.1,+,2.99e-08,MER11C,ERVK,LTR
chr6,102644973,102644991,MA1600.1,-,2.99e-08,MER11B,ERVK,LTR
chr10,37137981,37137999,MA1600.1,+,3.03e-08,L2a,L2,LINE
chr10,10033616,10033634,MA1600.1,+,3.07e-08,L2a,L2,LINE
