CHROM,START,END,MOTIF,STRAND,PVALUE,TE,family_id,class_id
chr19,2454521,2454539,MA1731.1,-,3.48e-11,MIR,MIR,SINE
chr2,200257411,200257429,MA1731.1,+,3.48e-11,MIRc,MIR,SINE
chr19,56055979,56055997,MA1731.1,+,8.01e-11,MIR3,MIR,SINE
chr20,1876319,1876337,MA1731.1,-,8.62e-11,MIR3,MIR,SINE
chr17,6357861,6357879,MA1731.1,-,1.12e-10,MIR3,MIR,SINE
chr16,16257184,16257202,MA1731.1,+,1.12e-10,MIR3,MIR,SINE
chr2,16400777,16400795,MA1731.1,+,1.12e-10,MIRb,MIR,SINE
chr1,17521971,17521989,MA1731.1,+,1.12e-10,MIR3,MIR,SINE
chr16,87278580,87278598,MA1731.1,-,1.12e-10,MIR3,MIR,SINE
chr12,106482356,106482374,MA1731.1,+,1.12e-10,MIR,MIR,SINE
chr17,18920486,18920504,MA1731.1,+,1.3e-10,MIR,MIR,SINE
chr2,71148073,71148091,MA1731.1,-,1.3e-10,MIRb,MIR,SINE
chr7,73777255,73777273,MA1731.1,+,1.54e-10,MIRc,MIR,SINE
chr15,67202522,67202540,MA1731.1,+,1.63e-10,MIR3,MIR,SINE
chr3,128622158,128622176,MA1731.1,-,1.63e-10,MIRc,MIR,SINE
chr18,49716564,49716582,MA1731.1,+,1.76e-10,MIR3,MIR,SINE
chr17,56611725,56611743,MA1731.1,+,1.76e-10,MIR3,MIR,SINE
chr15,69771489,69771507,MA1731.1,+,1.76e-10,MIR3,MIR,SINE
chr9,127048253,127048271,MA1731.1,-,1.76e-10,MIR3,MIR,SINE
chr3,46505960,46505978,MA1731.1,+,1.85e-10,MIRc,MIR,SINE
chr11,68192960,68192978,MA1731.1,-,1.85e-10,MIRb,MIR,SINE
chr2,109558694,109558712,MA1731.1,-,1.85e-10,MIRb,MIR,SINE
chr3,37756447,37756465,MA1731.1,+,1.93e-10,MIRb,MIR,SINE
chr14,96527577,96527595,MA1731.1,-,1.93e-10,MIR,MIR,SINE
chr5,149494397,149494415,MA1731.1,-,1.93e-10,MIR3,MIR,SINE
chr9,128830969,128830987,MA1731.1,-,2.21e-10,MIRb,MIR,SINE
chr11,63830683,63830701,MA1731.1,+,2.37e-10,MIR,MIR,SINE
chr11,69987097,69987115,MA1731.1,-,2.37e-10,MIRb,MIR,SINE
chr19,3412633,3412651,MA1731.1,+,2.48e-10,MIRb,MIR,SINE
chr3,123214217,123214235,MA1731.1,-,2.48e-10,MIR,MIR,SINE
chr3,13108542,13108560,MA1731.1,-,2.7e-10,MIR3,MIR,SINE
chr1,18892017,18892035,MA1731.1,+,2.7e-10,MIRb,MIR,SINE
chr9,133974173,133974191,MA1731.1,-,2.7e-10,MIR3,MIR,SINE
chr12,124869232,124869250,MA1731.1,+,3.01e-10,MIRc,MIR,SINE
chr11,128700559,128700577,MA1731.1,-,3.25e-10,MIRb,MIR,SINE
chr8,131027678,131027696,MA1731.1,-,3.25e-10,MIRc,MIR,SINE
chr9,131948494,131948512,MA1731.1,-,3.25e-10,MIRb,MIR,SINE
chr16,27907027,27907045,MA1731.1,-,3.32e-10,MIR3,MIR,SINE
chr7,115084095,115084113,MA1731.1,-,3.32e-10,MIRb,MIR,SINE
chr2,88538122,88538140,MA1731.1,-,3.41e-10,MIR3,MIR,SINE
chr3,194031995,194032013,MA1731.1,+,3.41e-10,MIRc,MIR,SINE
chr1,17277289,17277307,MA1731.1,-,3.53e-10,MIRc,MIR,SINE
chr16,86906426,86906444,MA1731.1,+,3.53e-10,MIR3,MIR,SINE
chr1,3425487,3425505,MA1731.1,+,3.85e-10,MIRc,MIR,SINE
chr1,30942844,30942862,MA1731.1,+,3.85e-10,MIR3,MIR,SINE
