CHROM,START,END,MOTIF,STRAND,PVALUE,TE,family_id,class_id
chrX,2863353,2863365,MA1728.1,-,3.11e-08,L2a,L2,LINE
chrX,4759577,4759589,MA1728.1,-,3.11e-08,LTR57,ERVL,LTR
chr1,5798832,5798844,MA1728.1,-,3.11e-08,L2c,L2,LINE
chr1,6025815,6025827,MA1728.1,+,3.11e-08,MER72,ERV1,LTR
chrY,6354734,6354746,MA1728.1,+,3.11e-08,HERV9-int,ERV1,LTR
chr17,6463053,6463065,MA1728.1,+,3.11e-08,L3,CR1,LINE
chr17,6774473,6774485,MA1728.1,-,3.11e-08,LTR57,ERVL,LTR
chr5,8289325,8289337,MA1728.1,-,3.11e-08,LTR16B1,ERVL,LTR
chr10,8462446,8462458,MA1728.1,-,3.11e-08,L2a,L2,LINE
chrY,9512911,9512923,MA1728.1,-,3.11e-08,HERV9-int,ERV1,LTR
chr5,13415608,13415620,MA1728.1,-,3.11e-08,ERV3-16A3_I-int,ERVL,LTR
chr9,15401613,15401625,MA1728.1,+,3.11e-08,LTR57,ERVL,LTR
chr1,15763835,15763847,MA1728.1,+,3.11e-08,MIRc,MIR,SINE
chr1,18418044,18418056,MA1728.1,+,3.11e-08,L2b,L2,LINE
chr8,21028838,21028850,MA1728.1,-,3.11e-08,LTR78B,ERV1,LTR
chr18,21241221,21241233,MA1728.1,+,3.11e-08,L2,L2,LINE
chr7,23781489,23781501,MA1728.1,-,3.11e-08,L1M2a1,L1,LINE
chr5,24364301,24364313,MA1728.1,+,3.11e-08,L1P4b,L1,LINE
chr16,24642190,24642202,MA1728.1,+,3.11e-08,MER115,hAT-Tip100,DNA
chr20,25185764,25185776,MA1728.1,-,3.11e-08,L2c,L2,LINE
chr9,25188692,25188704,MA1728.1,-,3.11e-08,LTR41B,ERVL,LTR
chr1,25638184,25638196,MA1728.1,+,3.11e-08,MSTD-int,ERVL-MaLR,LTR
chr1,25707225,25707237,MA1728.1,-,3.11e-08,MSTD-int,ERVL-MaLR,LTR
chr22,26339618,26339630,MA1728.1,+,3.11e-08,L2a,L2,LINE
chr6,27375269,27375281,MA1728.1,-,3.11e-08,LTR18B,ERVL,LTR
chr17,28868300,28868312,MA1728.1,-,3.11e-08,MIRb,MIR,SINE
chr22,29564738,29564750,MA1728.1,-,3.11e-08,MER45A,hAT-Tip100,DNA
chr16,29783927,29783939,MA1728.1,+,3.11e-08,L2a,L2,LINE
chr13,30754855,30754867,MA1728.1,-,3.11e-08,MIR,MIR,SINE
chr21,30770071,30770083,MA1728.1,+,3.11e-08,MIRb,MIR,SINE
