CHROM,START,END,MOTIF,STRAND,PVALUE,TE,family_id,class_id
chr4,165759672,165759687,MA1982.1,+,4.89e-09,MLT1F,ERVL-MaLR,LTR
chr1,84029734,84029749,MA1982.1,-,1.23e-08,MLT1D,ERVL-MaLR,LTR
chr5,139737499,139737514,MA1982.1,-,1.45e-08,L2a,L2,LINE
chr2,218214773,218214788,MA1982.1,-,1.69e-08,L1PA13,L1,LINE
chr2,117485550,117485565,MA1982.1,+,1.77e-08,MER50,ERV1,LTR
chr2,127962725,127962740,MA1982.1,-,1.84e-08,LTR84b,ERVL,LTR
chr18,77149711,77149726,MA1982.1,+,2.2e-08,L1M4b,L1,LINE
chr9,99134785,99134800,MA1982.1,+,2.81e-08,LTR56,ERV1,LTR
chrX,152644003,152644018,MA1982.1,+,3.03e-08,MLT1E3,ERVL-MaLR,LTR
chr1,6689459,6689474,MA1982.1,+,3.17e-08,L2b,L2,LINE
chr5,128283644,128283659,MA1982.1,-,3.55e-08,AluJb,Alu,SINE
chr6,100500656,100500671,MA1982.1,+,4.22e-08,MER115,hAT-Tip100,DNA
chr19,3441647,3441662,MA1982.1,+,5.12e-08,MamRep38,hAT,DNA
chrY,14435785,14435800,MA1982.1,+,5.22e-08,HERV15-int,ERV1,LTR
chr3,39923137,39923152,MA1982.1,-,5.89e-08,HAL1,L1,LINE
chr6,35756281,35756296,MA1982.1,-,6.14e-08,MIR,MIR,SINE
chr19,39309993,39310008,MA1982.1,+,6.37e-08,L2a,L2,LINE
chr5,111861456,111861471,MA1982.1,+,7.38e-08,HERVE_a-int,ERV1,LTR
chr14,69381910,69381925,MA1982.1,+,7.54e-08,L2a,L2,LINE
chr3,116620582,116620597,MA1982.1,+,7.54e-08,MIRc,MIR,SINE
chr15,29427477,29427492,MA1982.1,-,7.77e-08,L1PA14,L1,LINE
chr3,33917951,33917966,MA1982.1,-,7.87e-08,L1MC2,L1,LINE
chr13,111332838,111332853,MA1982.1,+,8.26e-08,L1MC5,L1,LINE
chr20,31195226,31195241,MA1982.1,+,8.42e-08,L2a,L2,LINE
chr9,30520471,30520486,MA1982.1,-,8.62e-08,L1MDa,L1,LINE
chr9,23481632,23481647,MA1982.1,-,9.06e-08,MLT1D,ERVL-MaLR,LTR
chr8,60768279,60768294,MA1982.1,+,9.06e-08,L1PA14,L1,LINE
chr12,73135959,73135974,MA1982.1,+,9.06e-08,L1PA15,L1,LINE
chr4,86224223,86224238,MA1982.1,-,9.06e-08,L1M2b,L1,LINE
chr13,93700477,93700492,MA1982.1,-,9.06e-08,L1PA15-16,L1,LINE
chr4,107407245,107407260,MA1982.1,-,9.06e-08,L1PREC2,L1,LINE
chr10,134956676,134956691,MA1982.1,+,9.06e-08,LTR56,ERV1,LTR
chr9,72314427,72314442,MA1982.1,-,9.33e-08,L1M3e,L1,LINE
chr5,133369177,133369192,MA1982.1,+,9.72e-08,L1MC4,L1,LINE
chr18,53157565,53157580,MA1982.1,+,1.02e-07,MIRb,MIR,SINE
chr8,22676065,22676080,MA1982.1,-,1.03e-07,L2a,L2,LINE
chr22,43075074,43075089,MA1982.1,+,1.04e-07,THE1D-int,ERVL-MaLR,LTR
chr20,246942,246957,MA1982.1,-,1.07e-07,L1PBa1,L1,LINE
chr1,26111496,26111511,MA1982.1,-,1.14e-07,L2a,L2,LINE
chr2,37933461,37933476,MA1982.1,-,1.14e-07,MLT1H,ERVL-MaLR,LTR
chr17,50657970,50657985,MA1982.1,+,1.14e-07,HERV9-int,ERV1,LTR
chr10,105227431,105227446,MA1982.1,+,1.14e-07,MER39B,ERV1,LTR
chr12,133337269,133337284,MA1982.1,-,1.14e-07,MER21B,ERVL,LTR
chr13,50252823,50252838,MA1982.1,-,1.27e-07,LTR12E,ERV1,LTR
chr1,24528206,24528221,MA1982.1,+,1.3e-07,MIRb,MIR,SINE
chr13,34776057,34776072,MA1982.1,+,1.34e-07,L1MEg,L1,LINE
chr1,69869508,69869523,MA1982.1,+,1.34e-07,MLT1H1,ERVL-MaLR,LTR
chr7,147687610,147687625,MA1982.1,-,1.34e-07,LTR19A,ERV1,LTR
