CHROM,START,END,MOTIF,STRAND,PVALUE,TE,family_id,class_id
chr7,90095610,90095628,MA1719.1,-,1.08e-09,ERV3-16A3_I-int,ERVL,LTR
chr1,180863472,180863490,MA1719.1,+,1.08e-09,ERV3-16A3_I-int,ERVL,LTR
chr12,46957405,46957423,MA1719.1,-,1.34e-09,L1MA5A,L1,LINE
chr11,44566715,44566733,MA1719.1,+,2.69e-09,HERVL-int,ERVL,LTR
chr9,71663066,71663084,MA1719.1,-,2.93e-09,MLT1J2-int,ERVL-MaLR,LTR
chr5,60552506,60552524,MA1719.1,-,3.38e-09,MLT1L,ERVL-MaLR,LTR
chr20,16335840,16335858,MA1719.1,+,3.99e-09,Charlie15a,hAT-Charlie,DNA
chr3,163862899,163862917,MA1719.1,+,4.47e-09,MER50-int,ERV1,LTR
chr4,6570045,6570063,MA1719.1,+,4.68e-09,HERV16-int,ERVL,LTR
chr7,37800596,37800614,MA1719.1,-,4.68e-09,L1MA9,L1,LINE
chr16,74180766,74180784,MA1719.1,-,5.63e-09,LTR33A_,ERVL,LTR
chrX,9816802,9816820,MA1719.1,+,5.81e-09,MIR3,MIR,SINE
chr6,14162301,14162319,MA1719.1,-,6.55e-09,L3,CR1,LINE
chr6,122050662,122050680,MA1719.1,-,7.56e-09,SVA_B,SVA_B,SVA
chr9,93062362,93062380,MA1719.1,-,8.81e-09,BLACKJACK,hAT-Blackjack,DNA
chr9,4029576,4029594,MA1719.1,-,8.9e-09,L1MA1,L1,LINE
chr2,238373284,238373302,MA1719.1,+,8.9e-09,LTR33A,ERVL,LTR
chr22,45940351,45940369,MA1719.1,-,9.33e-09,MER67B,ERV1,LTR
chrX,94079943,94079961,MA1719.1,-,9.46e-09,HERVL-int,ERVL,LTR
chr9,115345641,115345659,MA1719.1,+,9.84e-09,L1M5,L1,LINE
chr16,66898393,66898411,MA1719.1,-,1.06e-08,L1ME3A,L1,LINE
chr9,73259254,73259272,MA1719.1,-,1.08e-08,FordPrefect,hAT-Tip100,DNA
chr3,24108228,24108246,MA1719.1,-,1.14e-08,ERVL-B4-int,ERVL,LTR
chr2,221407375,221407393,MA1719.1,-,1.15e-08,HERVL-int,ERVL,LTR
chr12,801407,801425,MA1719.1,-,1.26e-08,LTR49-int,ERV1,LTR
chr22,44503658,44503676,MA1719.1,+,1.39e-08,MER21C,ERVL,LTR
