CHROM,START,END,MOTIF,STRAND,PVALUE,TE,family_id,class_id
chr17,47661944,47661971,MA1976.1,+,4.94e-11,AluSx1,Alu,SINE
chr18,77401081,77401108,MA1976.1,-,3.19e-10,L1MB3,L1,LINE
chr12,34558913,34558940,MA1976.1,+,4.38e-10,GSATII,centr,Satellite
chr9,138152600,138152627,MA1976.1,+,4.8e-10,L1MD1,L1,LINE
chr12,32819331,32819358,MA1976.1,+,7.31e-10,AluSx3,Alu,SINE
chr13,85536374,85536401,MA1976.1,-,7.73e-10,MER52A,ERV1,LTR
chr19,2497306,2497333,MA1976.1,-,8.92e-10,MIR3,MIR,SINE
chr19,11270487,11270514,MA1976.1,+,1.2e-09,L1MB3,L1,LINE
chr1,167769393,167769420,MA1976.1,+,1.21e-09,AluJr,Alu,SINE
chr4,179566244,179566271,MA1976.1,-,1.28e-09,L1MA3,L1,LINE
chr21,46424908,46424935,MA1976.1,+,1.48e-09,MSTB,ERVL-MaLR,LTR
chr7,149766372,149766399,MA1976.1,-,1.5e-09,Charlie4a,hAT-Charlie,DNA
chr7,153728438,153728465,MA1976.1,+,1.5e-09,Charlie4a,hAT-Charlie,DNA
chr21,44833117,44833144,MA1976.1,-,1.55e-09,L1MB3,L1,LINE
chr5,12866391,12866418,MA1976.1,+,1.6e-09,MSTA,ERVL-MaLR,LTR
chr2,35259898,35259925,MA1976.1,-,1.72e-09,MER52A,ERV1,LTR
chr1,19418567,19418594,MA1976.1,+,1.79e-09,L1MD3,L1,LINE
chr5,148996060,148996087,MA1976.1,-,1.81e-09,MIR3,MIR,SINE
chrX,3565924,3565951,MA1976.1,-,1.87e-09,L1MB3,L1,LINE
chr14,94593211,94593238,MA1976.1,+,1.87e-09,MSTB,ERVL-MaLR,LTR
chr12,124002596,124002623,MA1976.1,+,1.95e-09,L1MB3,L1,LINE
chr7,22948775,22948802,MA1976.1,+,2.01e-09,MSTA,ERVL-MaLR,LTR
chr4,167839947,167839974,MA1976.1,+,2.45e-09,MSTB1,ERVL-MaLR,LTR
chr13,110223225,110223252,MA1976.1,-,2.55e-09,L1PB1,L1,LINE
chr14,99271302,99271329,MA1976.1,+,2.57e-09,L1MB3,L1,LINE
chr5,167845339,167845366,MA1976.1,-,2.74e-09,MER5A,hAT-Charlie,DNA
chr3,140536111,140536138,MA1976.1,+,3.09e-09,L1MC1,L1,LINE
chr4,4641755,4641782,MA1976.1,+,3.15e-09,L1MB3,L1,LINE
chr8,842522,842549,MA1976.1,+,3.35e-09,L1MB2,L1,LINE
chr19,3124561,3124588,MA1976.1,-,3.35e-09,L1MB3,L1,LINE
chr19,3248379,3248406,MA1976.1,-,3.35e-09,L1MB3,L1,LINE
chr19,3390842,3390869,MA1976.1,+,3.35e-09,L1MB3,L1,LINE
chr19,5760580,5760607,MA1976.1,+,3.35e-09,L1MB3,L1,LINE
chr3,96790713,96790740,MA1976.1,-,3.63e-09,L1PB1,L1,LINE
chr12,34514452,34514479,MA1976.1,-,3.66e-09,GSATII,centr,Satellite
chr11,70481643,70481670,MA1976.1,+,3.77e-09,L1MB3,L1,LINE
chr12,34511270,34511297,MA1976.1,-,3.93e-09,GSATII,centr,Satellite
chr12,34750639,34750666,MA1976.1,+,3.93e-09,GSATII,centr,Satellite
chr17,52725953,52725980,MA1976.1,+,3.93e-09,L1MA2,L1,LINE
chrX,49840166,49840193,MA1976.1,-,3.97e-09,MamRep1879,hAT,DNA
chr1,2971491,2971518,MA1976.1,+,4.05e-09,L1MB4,L1,LINE
chr8,131571670,131571697,MA1976.1,+,4.13e-09,MIRb,MIR,SINE
chr3,133437484,133437511,MA1976.1,-,4.13e-09,MER5A,hAT-Charlie,DNA
chr7,146758193,146758220,MA1976.1,+,4.25e-09,L1MB1,L1,LINE
chr10,81941973,81942000,MA1976.1,+,4.69e-09,L1MC1,L1,LINE
chr6,53542145,53542172,MA1976.1,-,4.73e-09,L1MB3,L1,LINE
chr1,230223997,230224024,MA1976.1,-,4.78e-09,L1MB2,L1,LINE
chr11,66710030,66710057,MA1976.1,+,4.97e-09,L1MB3,L1,LINE
chr14,104074854,104074881,MA1976.1,+,5.27e-09,MLT1K,ERVL-MaLR,LTR
chr11,78165352,78165379,MA1976.1,+,5.32e-09,MSTB,ERVL-MaLR,LTR
chr19,2824856,2824883,MA1976.1,-,5.37e-09,L1MB3,L1,LINE
chr9,115356690,115356717,MA1976.1,-,5.37e-09,L1MB7,L1,LINE
chr1,31181907,31181934,MA1976.1,+,5.48e-09,L2a,L2,LINE
chr9,132756702,132756729,MA1976.1,+,5.48e-09,L1ME3A,L1,LINE
chr9,132055490,132055517,MA1976.1,-,5.69e-09,L1MD2,L1,LINE
chr22,47724134,47724161,MA1976.1,+,5.97e-09,L1MB3,L1,LINE
chr11,60060890,60060917,MA1976.1,-,5.97e-09,L1MC1,L1,LINE
chr2,96905300,96905327,MA1976.1,+,6.03e-09,LTR16A,ERVL,LTR
chr7,157752847,157752874,MA1976.1,+,6.03e-09,L1MB3,L1,LINE
chr9,7845150,7845177,MA1976.1,-,6.21e-09,MSTB,ERVL-MaLR,LTR
chr13,111351388,111351415,MA1976.1,+,6.21e-09,MSTD,ERVL-MaLR,LTR
chr5,173274835,173274862,MA1976.1,-,6.21e-09,MSTB,ERVL-MaLR,LTR
chr2,8004233,8004260,MA1976.1,+,6.33e-09,L1MC1,L1,LINE
chr19,11188058,11188085,MA1976.1,-,6.51e-09,L1MB3,L1,LINE
chr18,23790006,23790033,MA1976.1,-,6.57e-09,AluJb,Alu,SINE
chr6,65643864,65643891,MA1976.1,+,6.57e-09,L1PA7,L1,LINE
chr19,1403957,1403984,MA1976.1,+,6.64e-09,L1MB3,L1,LINE
chr16,85848804,85848831,MA1976.1,-,6.64e-09,L1MB3,L1,LINE
chr6,151411622,151411649,MA1976.1,-,6.76e-09,MER5A1,hAT-Charlie,DNA
chr7,157240181,157240208,MA1976.1,-,6.76e-09,L1MB3,L1,LINE
chr3,23796166,23796193,MA1976.1,-,6.83e-09,AluJb,Alu,SINE
chr4,57933688,57933715,MA1976.1,+,6.83e-09,L1MB1,L1,LINE
chr12,34759819,34759846,MA1976.1,+,6.89e-09,GSATII,centr,Satellite
chr19,56636095,56636122,MA1976.1,+,7.16e-09,L1MB3,L1,LINE
chr19,7779735,7779762,MA1976.1,-,7.37e-09,L1MB2,L1,LINE
chr3,125904852,125904879,MA1976.1,+,7.37e-09,L1MB3,L1,LINE
chr19,6084533,6084560,MA1976.1,-,7.44e-09,L1MB4,L1,LINE
chr14,34632119,34632146,MA1976.1,+,7.44e-09,L1MC1,L1,LINE
chrX,87833508,87833535,MA1976.1,+,7.51e-09,L1PB1,L1,LINE
chr3,16286977,16287004,MA1976.1,-,7.72e-09,LTR86C,ERVL,LTR
chr8,137674623,137674650,MA1976.1,+,8.02e-09,L1MD1,L1,LINE
chr3,50443142,50443169,MA1976.1,-,8.33e-09,MIRc,MIR,SINE
chrY,24475,24502,MA1976.1,+,8.49e-09,L1MB2,L1,LINE
chrX,74475,74502,MA1976.1,+,8.49e-09,L1MB2,L1,LINE
chrY,103210,103237,MA1976.1,+,8.49e-09,L1MB2,L1,LINE
chrX,153210,153237,MA1976.1,+,8.49e-09,L1MB2,L1,LINE
chr5,168533053,168533080,MA1976.1,+,8.49e-09,L1PA11,L1,LINE
chr19,3703100,3703127,MA1976.1,+,8.81e-09,L1MB3,L1,LINE
chr11,75215677,75215704,MA1976.1,+,8.89e-09,L1MB2,L1,LINE
chr9,139020712,139020739,MA1976.1,+,8.89e-09,L1MB3,L1,LINE
chr11,67430070,67430097,MA1976.1,-,9.15e-09,MIRc,MIR,SINE
chr18,8553814,8553841,MA1976.1,+,9.58e-09,L1MB3,L1,LINE
chr9,137926540,137926567,MA1976.1,-,9.67e-09,L1MB3,L1,LINE
chr7,151369626,151369653,MA1976.1,-,1e-08,L1MB3,L1,LINE
chr7,65890780,65890807,MA1976.1,+,1.04e-08,L1MA2,L1,LINE
chr1,184829402,184829429,MA1976.1,+,1.07e-08,MamRep564,MamRep564,Unknown
chr12,104044605,104044632,MA1976.1,-,1.09e-08,L1ME3A,L1,LINE
chr9,137157763,137157790,MA1976.1,-,1.09e-08,L2c,L2,LINE
chr14,105092745,105092772,MA1976.1,+,1.1e-08,MSTA,ERVL-MaLR,LTR
chr1,153374801,153374828,MA1976.1,-,1.1e-08,MIR,MIR,SINE
chr8,6003305,6003332,MA1976.1,+,1.18e-08,AluSq2,Alu,SINE
chr3,13889280,13889307,MA1976.1,+,1.2e-08,L1MB3,L1,LINE
chr11,79019757,79019784,MA1976.1,-,1.2e-08,MIR3,MIR,SINE
chr15,42449408,42449435,MA1976.1,-,1.23e-08,L1PA6,L1,LINE
chr20,59990590,59990617,MA1976.1,-,1.25e-08,L1MB3,L1,LINE
chr22,27755811,27755838,MA1976.1,-,1.26e-08,L1MC1,L1,LINE
chr4,171559233,171559260,MA1976.1,-,1.27e-08,L1PA8,L1,LINE
chrX,19402463,19402490,MA1976.1,+,1.3e-08,L1MA2,L1,LINE
chr16,24274925,24274952,MA1976.1,+,1.31e-08,MIRb,MIR,SINE
chr12,34522855,34522882,MA1976.1,-,1.31e-08,GSATII,centr,Satellite
