CHROM,START,END,MOTIF,STRAND,PVALUE,TE,family_id,class_id
chrUn_gl000246,1207,1219,MA1125.1,-,3.67e-07,L1P4a,L1,LINE
chrUn_gl000238,8034,8046,MA1125.1,+,3.67e-07,L1M5,L1,LINE
chr17_ctg5_hap1,10770,10782,MA1125.1,+,3.67e-07,AluJr,Alu,SINE
chr17,15275,15287,MA1125.1,+,3.67e-07,AluJo,Alu,SINE
chrUn_gl000243,15738,15750,MA1125.1,+,3.67e-07,L1PA7,L1,LINE
chrUn_gl000230,16467,16479,MA1125.1,+,3.67e-07,AluJr,Alu,SINE
chrUn_gl000217,17003,17015,MA1125.1,-,3.67e-07,L2a,L2,LINE
chrUn_gl000222,20716,20728,MA1125.1,-,3.67e-07,L1MCa,L1,LINE
chr1_gl000191_random,21105,21117,MA1125.1,+,3.67e-07,AluJb,Alu,SINE
chr17_gl000205_random,21663,21675,MA1125.1,+,3.67e-07,L1MB2,L1,LINE
chrUn_gl000245,23554,23566,MA1125.1,-,3.67e-07,L1PA4,L1,LINE
chr6_qbl_hap6,24436,24448,MA1125.1,+,3.67e-07,L1MDa,L1,LINE
chr6_mcf_hap5,24436,24448,MA1125.1,+,3.67e-07,L1MDa,L1,LINE
chr6_apd_hap1,24436,24448,MA1125.1,+,3.67e-07,L1MDa,L1,LINE
chr6_mann_hap4,24436,24448,MA1125.1,+,3.67e-07,L1MDa,L1,LINE
chr6_dbb_hap3,24443,24455,MA1125.1,+,3.67e-07,L1MDa,L1,LINE
chr6_qbl_hap6,24738,24750,MA1125.1,+,3.67e-07,AluSq2,Alu,SINE
chr6_apd_hap1,24738,24750,MA1125.1,+,3.67e-07,AluSq2,Alu,SINE
chr6_mann_hap4,24738,24750,MA1125.1,+,3.67e-07,AluSq2,Alu,SINE
chr6_mcf_hap5,24738,24750,MA1125.1,+,3.67e-07,AluSq2,Alu,SINE
chr6_dbb_hap3,24745,24757,MA1125.1,+,3.67e-07,AluSq2,Alu,SINE
chr11_gl000202_random,26122,26134,MA1125.1,-,3.67e-07,AluJb,Alu,SINE
chr18,26569,26581,MA1125.1,-,3.67e-07,AluSg4,Alu,SINE
chrUn_gl000227,28393,28405,MA1125.1,+,3.67e-07,L1PA7,L1,LINE
chrUn_gl000245,33095,33107,MA1125.1,+,3.67e-07,MamGypLTR1c,Gypsy,LTR
chr9,33315,33327,MA1125.1,-,3.67e-07,L1PA6,L1,LINE
chr1,33532,33544,MA1125.1,-,3.67e-07,L1PA6,L1,LINE
chr8_gl000196_random,36316,36328,MA1125.1,+,3.67e-07,L1M4,L1,LINE
chr1_gl000192_random,37857,37869,MA1125.1,-,3.67e-07,AluSz,Alu,SINE
chr4_ctg9_hap1,49154,49166,MA1125.1,-,3.67e-07,L1MB1,L1,LINE
chr2,50487,50499,MA1125.1,+,3.67e-07,L1PA16,L1,LINE
chrUn_gl000224,55786,55798,MA1125.1,-,3.67e-07,Tigger1,TcMar-Tigger,DNA
chr6_qbl_hap6,56511,56523,MA1125.1,+,3.67e-07,L1MD,L1,LINE
chr6_apd_hap1,56511,56523,MA1125.1,+,3.67e-07,L1MD,L1,LINE
chr6_mcf_hap5,56511,56523,MA1125.1,+,3.67e-07,L1MD,L1,LINE
chr6_mann_hap4,56511,56523,MA1125.1,+,3.67e-07,L1MD,L1,LINE
chr6_dbb_hap3,56511,56523,MA1125.1,+,3.67e-07,L1MD,L1,LINE
chr1_gl000191_random,58702,58714,MA1125.1,+,3.67e-07,AluJr,Alu,SINE
chr20,61141,61153,MA1125.1,-,3.67e-07,L1PA4,L1,LINE
chr6_ssto_hap7,61893,61905,MA1125.1,+,3.67e-07,L1MDa,L1,LINE
chr6_ssto_hap7,62195,62207,MA1125.1,+,3.67e-07,AluSq2,Alu,SINE
chr17_ctg5_hap1,62210,62222,MA1125.1,+,3.67e-07,L1MB8,L1,LINE
chr18,65308,65320,MA1125.1,+,3.67e-07,AluSq2,Alu,SINE
chr8,66747,66759,MA1125.1,+,3.67e-07,MIR,MIR,SINE
chr4,67187,67199,MA1125.1,+,3.67e-07,L1PA13,L1,LINE
chrUn_gl000228,69263,69275,MA1125.1,-,3.67e-07,L1M3d,L1,LINE
chr12,70147,70159,MA1125.1,+,3.67e-07,L1PA6,L1,LINE
chr6_mcf_hap5,70536,70548,MA1125.1,+,3.67e-07,L1MD,L1,LINE
chr6_apd_hap1,70536,70548,MA1125.1,+,3.67e-07,L1MD,L1,LINE
chr6_qbl_hap6,70536,70548,MA1125.1,+,3.67e-07,L1MD,L1,LINE
