CHROM,START,END,MOTIF,STRAND,PVALUE,TE,family_id,class_id
chr6_qbl_hap6,2178036,2178048,MA1984.1,+,6.85e-08,MIR,MIR,SINE
chr6_dbb_hap3,2179168,2179180,MA1984.1,+,6.85e-08,MIR,MIR,SINE
chr6_mann_hap4,2233139,2233151,MA1984.1,+,6.85e-08,MIR,MIR,SINE
chr6_mcf_hap5,2267004,2267016,MA1984.1,+,6.85e-08,MIR,MIR,SINE
chr6_cox_hap2,2397125,2397137,MA1984.1,+,6.85e-08,MIR,MIR,SINE
chr3,2503230,2503242,MA1984.1,-,6.85e-08,MIRb,MIR,SINE
chr8,3837060,3837072,MA1984.1,+,6.85e-08,MLT1A,ERVL-MaLR,LTR
chr17,4162554,4162566,MA1984.1,-,6.85e-08,MIR,MIR,SINE
chr11,5426577,5426589,MA1984.1,-,6.85e-08,MIR,MIR,SINE
chr17,6056270,6056282,MA1984.1,-,6.85e-08,MIRb,MIR,SINE
chr19,6682432,6682444,MA1984.1,+,6.85e-08,MIR,MIR,SINE
chr11,7325024,7325036,MA1984.1,-,6.85e-08,MIR,MIR,SINE
chr6,8394619,8394631,MA1984.1,-,6.85e-08,L1M5,L1,LINE
chr11,8748159,8748171,MA1984.1,-,6.85e-08,MIRb,MIR,SINE
chr11,10641355,10641367,MA1984.1,-,6.85e-08,MIR,MIR,SINE
chr4,11168585,11168597,MA1984.1,-,6.85e-08,MIRb,MIR,SINE
chr3,11330043,11330055,MA1984.1,-,6.85e-08,L2c,L2,LINE
chr9,13160119,13160131,MA1984.1,-,6.85e-08,MIR,MIR,SINE
chr2,13404534,13404546,MA1984.1,+,6.85e-08,L2a,L2,LINE
chr20,14185081,14185093,MA1984.1,-,6.85e-08,L1M2,L1,LINE
chr16,14293168,14293180,MA1984.1,+,6.85e-08,L2,L2,LINE
chr4,14380630,14380642,MA1984.1,+,6.85e-08,MLT1A1,ERVL-MaLR,LTR
chrX,16721996,16722008,MA1984.1,+,6.85e-08,MIR,MIR,SINE
chr4,17066835,17066847,MA1984.1,-,6.85e-08,MIRb,MIR,SINE
