CHROM,START,END,MOTIF,STRAND,PVALUE,TE,family_id,class_id
chr6,65966303,65966327,MA1723.1,-,4.24e-11,L1PA2,L1,LINE
chr1,248051764,248051788,MA1723.1,-,4.65e-11,L1PA2,L1,LINE
chr6_dbb_hap3,3797917,3797941,MA1723.1,-,7.89e-11,L1PA6,L1,LINE
chrX,109004328,109004352,MA1723.1,+,7.89e-11,L1MC1,L1,LINE
chr16,23389035,23389059,MA1723.1,-,8.36e-11,HAL1-3A_ME,L1,LINE
chrY,8203899,8203923,MA1723.1,-,8.98e-11,BSR/Beta,Satellite,Satellite
chr6,7114698,7114722,MA1723.1,+,1.12e-10,MER20,hAT-Charlie,DNA
chr5,85060758,85060782,MA1723.1,-,1.26e-10,L1MA3,L1,LINE
chr2,220335054,220335078,MA1723.1,-,1.26e-10,MIRb,MIR,SINE
chr8,63322649,63322673,MA1723.1,-,1.39e-10,L1PA16,L1,LINE
chr4,169420479,169420503,MA1723.1,+,1.47e-10,HAL1-3A_ME,L1,LINE
chr7,4196987,4197011,MA1723.1,+,1.52e-10,HAL1-3A_ME,L1,LINE
chr12,129456158,129456182,MA1723.1,-,1.62e-10,HAL1-3A_ME,L1,LINE
chr12,129456196,129456220,MA1723.1,-,1.62e-10,HAL1-3A_ME,L1,LINE
chr1,242544699,242544723,MA1723.1,+,1.8e-10,L1PA10,L1,LINE
chr8,25587997,25588021,MA1723.1,-,1.98e-10,L1PA2,L1,LINE
chr8,85581705,85581729,MA1723.1,-,2.46e-10,L1PA16,L1,LINE
chr2,221311289,221311313,MA1723.1,-,2.49e-10,HAL1-3A_ME,L1,LINE
chr6,129706223,129706247,MA1723.1,+,2.56e-10,HAL1-3A_ME,L1,LINE
chr5,32848547,32848571,MA1723.1,-,2.66e-10,HAL1-3A_ME,L1,LINE
chr21,19695045,19695069,MA1723.1,+,2.96e-10,L1MA4,L1,LINE
chr12,15285904,15285928,MA1723.1,-,3.08e-10,L1MC1,L1,LINE
chr8,55524467,55524491,MA1723.1,-,3.12e-10,L1M4c,L1,LINE
chr4,176024560,176024584,MA1723.1,+,3.21e-10,HAL1-3A_ME,L1,LINE
chr15,22688190,22688214,MA1723.1,+,3.33e-10,L1MA5A,L1,LINE
chr15,28652972,28652996,MA1723.1,-,3.33e-10,L1MA5A,L1,LINE
chr15,28748953,28748977,MA1723.1,+,3.33e-10,L1MA5A,L1,LINE
chr3,182308592,182308616,MA1723.1,+,3.38e-10,L1MB7,L1,LINE
chr1,104985975,104985999,MA1723.1,-,3.42e-10,L1MEc,L1,LINE
chr8,141398324,141398348,MA1723.1,+,3.47e-10,L1PA5,L1,LINE
chrX,130768746,130768770,MA1723.1,+,3.66e-10,L1PA17,L1,LINE
chr11,7774961,7774985,MA1723.1,+,3.86e-10,L1PA8,L1,LINE
chr5,144112030,144112054,MA1723.1,-,3.96e-10,L1PB2,L1,LINE
chr6,127883306,127883330,MA1723.1,+,4.23e-10,L1MA7,L1,LINE
chr1,203290936,203290960,MA1723.1,-,4.34e-10,HAL1-3A_ME,L1,LINE
chr4,26592673,26592697,MA1723.1,-,4.4e-10,L1MC2,L1,LINE
chr1,3681030,3681054,MA1723.1,-,4.62e-10,HAL1,L1,LINE
chr13,43208281,43208305,MA1723.1,-,4.93e-10,L1MC2,L1,LINE
chr2,208457275,208457299,MA1723.1,-,5.06e-10,L1MCa,L1,LINE
chr3,166861075,166861099,MA1723.1,+,5.12e-10,L1ME1,L1,LINE
chr4,86061039,86061063,MA1723.1,+,5.45e-10,L1PA5,L1,LINE
chr8,132948718,132948742,MA1723.1,-,5.45e-10,MER21B,ERVL,LTR
chr18,33669617,33669641,MA1723.1,+,5.59e-10,L1MB4,L1,LINE
chr8,62217870,62217894,MA1723.1,-,5.73e-10,L1MA4,L1,LINE
chr11,106828027,106828051,MA1723.1,-,5.73e-10,L1PA8A,L1,LINE
chr1,220575482,220575506,MA1723.1,-,5.73e-10,L1PA16,L1,LINE
chr8,40993641,40993665,MA1723.1,+,5.8e-10,L1PA11,L1,LINE
chr17,51996102,51996126,MA1723.1,+,5.8e-10,L1PA4,L1,LINE
chr2,26274222,26274246,MA1723.1,-,5.88e-10,HAL1,L1,LINE
chr5,65497399,65497423,MA1723.1,-,6.03e-10,L1MEc,L1,LINE
chr2,117769811,117769835,MA1723.1,-,6.03e-10,L1PA2,L1,LINE
chr5,124694835,124694859,MA1723.1,-,6.03e-10,L1PA2,L1,LINE
chr17,53415444,53415468,MA1723.1,-,6.1e-10,L1PA16,L1,LINE
chr1,223373029,223373053,MA1723.1,-,6.18e-10,L1PA2,L1,LINE
chrX,149611815,149611839,MA1723.1,-,6.26e-10,L1MDa,L1,LINE
chr5,155019127,155019151,MA1723.1,-,6.26e-10,L1PA5,L1,LINE
chr4,182663970,182663994,MA1723.1,-,6.41e-10,L1PA3,L1,LINE
chr4,184198274,184198298,MA1723.1,-,6.41e-10,L1PA3,L1,LINE
chr18,58143304,58143328,MA1723.1,-,6.98e-10,L1MA4A,L1,LINE
