CHROM,START,END,MOTIF,STRAND,PVALUE,TE,family_id,class_id
chr6,111804137,111804153,MA1721.1,+,2.27e-10,L1MDb,L1,LINE
chr6,79787339,79787355,MA1721.1,+,2.81e-10,L1MDb,L1,LINE
chrX,64626583,64626599,MA1721.1,+,1.68e-09,MER52D,ERV1,LTR
chr8,17190116,17190132,MA1721.1,-,2.41e-09,MER47B,TcMar-Tigger,DNA
chr6,155955332,155955348,MA1721.1,-,2.41e-09,MER5A1,hAT-Charlie,DNA
chr10,113748741,113748757,MA1721.1,+,3.24e-09,MER5A1,hAT-Charlie,DNA
chr7,32744392,32744408,MA1721.1,-,5.01e-09,L1MDa,L1,LINE
chr9,84304422,84304438,MA1721.1,-,5.51e-09,MER52D,ERV1,LTR
chr12,9216945,9216961,MA1721.1,+,5.76e-09,MER52D,ERV1,LTR
chr8,27344073,27344089,MA1721.1,-,7.31e-09,MLT1N2,ERVL-MaLR,LTR
chr11,39958890,39958906,MA1721.1,+,7.31e-09,Tigger1,TcMar-Tigger,DNA
chr11,133089540,133089556,MA1721.1,-,7.31e-09,MER5A,hAT-Charlie,DNA
chr3,155005129,155005145,MA1721.1,+,7.31e-09,MER5A,hAT-Charlie,DNA
chr11,26760438,26760454,MA1721.1,+,7.49e-09,ERV3-16A3_I-int,ERVL,LTR
chr17,20351434,20351450,MA1721.1,-,8.62e-09,MER5A1,hAT-Charlie,DNA
chr7,29752985,29753001,MA1721.1,+,8.99e-09,L1MDa,L1,LINE
chr11,47742391,47742407,MA1721.1,+,9.42e-09,AluSg4,Alu,SINE
chr2,133035614,133035630,MA1721.1,+,1.01e-08,AluSx4,Alu,SINE
chr8,127812005,127812021,MA1721.1,-,1.21e-08,L1PA2,L1,LINE
chr21,27110521,27110537,MA1721.1,-,1.31e-08,L1ME5,L1,LINE
chr14,57889341,57889357,MA1721.1,-,1.31e-08,AluSz6,Alu,SINE
chrY,24003096,24003112,MA1721.1,-,1.93e-08,HERVE_a-int,ERV1,LTR
chr3,40064999,40065015,MA1721.1,-,1.93e-08,LTR33A,ERVL,LTR
chr20,48407731,48407747,MA1721.1,-,1.93e-08,LTR67B,ERVL,LTR
chr8,63528382,63528398,MA1721.1,-,1.93e-08,L1MA1,L1,LINE
chrX,73519391,73519407,MA1721.1,-,1.93e-08,LTR67B,ERVL,LTR
chr3,161160824,161160840,MA1721.1,+,1.93e-08,LTR33A_,ERVL,LTR
chr3,125701500,125701516,MA1721.1,+,1.98e-08,MER5A,hAT-Charlie,DNA
chr3,149663566,149663582,MA1721.1,-,2.01e-08,L1PA5,L1,LINE
chr3,149663566,149663582,MA1721.1,-,2.01e-08,L1PA5,L1,LINE
chr2,40100584,40100600,MA1721.1,-,2.15e-08,MER5A,hAT-Charlie,DNA
chr6,46520491,46520507,MA1721.1,+,2.15e-08,MER5A,hAT-Charlie,DNA
chr14,50877086,50877102,MA1721.1,-,2.15e-08,MLT1N2,ERVL-MaLR,LTR
chr9,86327028,86327044,MA1721.1,+,2.15e-08,MER1B,hAT-Charlie,DNA
chr11,96011236,96011252,MA1721.1,-,2.15e-08,MER5A,hAT-Charlie,DNA
chr7,137492510,137492526,MA1721.1,-,2.15e-08,MER5A1,hAT-Charlie,DNA
chr2,198812143,198812159,MA1721.1,-,2.15e-08,MER5A,hAT-Charlie,DNA
chr2,227880056,227880072,MA1721.1,+,2.15e-08,MER5A,hAT-Charlie,DNA
chr9,119235055,119235071,MA1721.1,+,2.33e-08,AluSz6,Alu,SINE
chr6,123215048,123215064,MA1721.1,-,2.36e-08,MLT1N2,ERVL-MaLR,LTR
chr2,128811097,128811113,MA1721.1,-,2.36e-08,L1PB1,L1,LINE
chr17,78845348,78845364,MA1721.1,-,2.39e-08,L1MC3,L1,LINE
chr13,73184802,73184818,MA1721.1,+,2.54e-08,L1PA3,L1,LINE
chr13,74215068,74215084,MA1721.1,+,2.54e-08,L1PA2,L1,LINE
chr13,74815681,74815697,MA1721.1,-,2.54e-08,L1PA3,L1,LINE
chr9,97316204,97316220,MA1721.1,-,2.54e-08,REP522,telo,Satellite
chr1,244318667,244318683,MA1721.1,+,2.64e-08,X3_LINE,RTE-BovB,LINE
chr17,18399515,18399531,MA1721.1,+,2.89e-08,MER5A1,hAT-Charlie,DNA
