CHROM,START,END,MOTIF,STRAND,PVALUE,TE,family_id,class_id
chr7,7053261,7053275,MA1587.1,+,3.51e-09,MER21C,ERVL,LTR
chr7,54511425,54511439,MA1587.1,+,5.44e-09,SVA_A,SVA_A,SVA
chr5,108676590,108676604,MA1587.1,+,5.44e-09,SVA_F,SVA_F,SVA
chr5,138391609,138391623,MA1587.1,+,5.44e-09,SVA_D,SVA_D,SVA
chr1,9010468,9010482,MA1587.1,-,7.78e-09,MIR3,MIR,SINE
chr16,16723770,16723784,MA1587.1,-,7.78e-09,MER5A,hAT-Charlie,DNA
chr16,18735025,18735039,MA1587.1,+,7.78e-09,MER5A,hAT-Charlie,DNA
chr1,41821729,41821743,MA1587.1,-,9.71e-09,MIRb,MIR,SINE
chr15,43459972,43459986,MA1587.1,-,9.71e-09,SVA_D,SVA_D,SVA
chr13,32875992,32876006,MA1587.1,+,1.92e-08,L2c,L2,LINE
chr15,84387900,84387914,MA1587.1,+,2.39e-08,L1MC5,L1,LINE
chr1,163469300,163469314,MA1587.1,-,2.39e-08,SVA_A,SVA_A,SVA
chr8,101644922,101644936,MA1587.1,-,2.83e-08,AluJo,Alu,SINE
chr17,77536807,77536821,MA1587.1,+,3.03e-08,MIR3,MIR,SINE
chr4,12462194,12462208,MA1587.1,+,3.88e-08,L2a,L2,LINE
chrX,30665079,30665093,MA1587.1,+,3.88e-08,AluJo,Alu,SINE
chr12,32690342,32690356,MA1587.1,+,3.88e-08,L2a,L2,LINE
chr7,36994761,36994775,MA1587.1,-,3.88e-08,MIRc,MIR,SINE
chr7,73780448,73780462,MA1587.1,+,3.88e-08,L2c,L2,LINE
chr14,76436329,76436343,MA1587.1,+,3.88e-08,L2b,L2,LINE
chr8,98037649,98037663,MA1587.1,-,3.88e-08,LTR90B,LTR,LTR
chr6,110237285,110237299,MA1587.1,+,3.88e-08,Tigger1,TcMar-Tigger,DNA
chrX,128865473,128865487,MA1587.1,-,3.88e-08,L2b,L2,LINE
chr3,142908795,142908809,MA1587.1,+,3.88e-08,L2a,L2,LINE
chr1,161686302,161686316,MA1587.1,-,3.88e-08,MER21C,ERVL,LTR
chr1,227053472,227053486,MA1587.1,+,3.88e-08,MER21C,ERVL,LTR
chr6,167516912,167516926,MA1587.1,-,4.12e-08,ERVL-E-int,ERVL,LTR
chr9,12947242,12947256,MA1587.1,+,4.4e-08,L2c,L2,LINE
chr10,38576310,38576324,MA1587.1,+,4.4e-08,MER5A,hAT-Charlie,DNA
chr3,48487496,48487510,MA1587.1,+,4.4e-08,L2c,L2,LINE
chr2,78712801,78712815,MA1587.1,-,4.4e-08,MER5A1,hAT-Charlie,DNA
chr10,87775723,87775737,MA1587.1,-,4.4e-08,L2,L2,LINE
chr2,213720351,213720365,MA1587.1,+,4.4e-08,L2a,L2,LINE
chr1,242474692,242474706,MA1587.1,-,4.4e-08,MER5A,hAT-Charlie,DNA
chrY,126788,126802,MA1587.1,+,4.72e-08,LTR47A,ERVL,LTR
chrX,176788,176802,MA1587.1,+,4.72e-08,LTR47A,ERVL,LTR
chr11,67801569,67801583,MA1587.1,-,5.14e-08,MIRb,MIR,SINE
chr21,25797466,25797480,MA1587.1,-,5.53e-08,L2b,L2,LINE
chr19,34108758,34108772,MA1587.1,-,5.53e-08,MIR3,MIR,SINE
chr10,124226855,124226869,MA1587.1,+,6.01e-08,MIR3,MIR,SINE
chr17,10234746,10234760,MA1587.1,+,6.49e-08,MIRb,MIR,SINE
chr3,42736583,42736597,MA1587.1,+,6.72e-08,L2,L2,LINE
chr13,106502389,106502403,MA1587.1,-,6.72e-08,MIRb,MIR,SINE
chr7,56211389,56211403,MA1587.1,+,7.19e-08,MER21C,ERVL,LTR
chr5,68898830,68898844,MA1587.1,+,7.19e-08,MER21C,ERVL,LTR
chr5,69753974,69753988,MA1587.1,+,7.19e-08,MER21C,ERVL,LTR
chr5,70320683,70320697,MA1587.1,-,7.19e-08,MER21C,ERVL,LTR
chr1,155078274,155078288,MA1587.1,-,8.39e-08,L2a,L2,LINE
chr4,63295512,63295526,MA1587.1,-,9.5e-08,MER4B,ERV1,LTR
