CHROM,START,END,MOTIF,STRAND,PVALUE,TE,family_id,class_id
chr1_random,1465215,1465227,MA1728.1,-,3.11e-08,LTR57,ERVL,LTR
chr4,2177346,2177358,MA1728.1,-,3.11e-08,L2a,L2,LINE
chr16_random,4267505,4267517,MA1728.1,+,3.11e-08,L2a,L2,LINE
chr11_random,4626719,4626731,MA1728.1,-,3.11e-08,L2b,L2,LINE
chr19_random,4799384,4799396,MA1728.1,+,3.11e-08,MER87,ERV1,LTR
chr2b,5526396,5526408,MA1728.1,-,3.11e-08,L2,L2,LINE
chr17,6561677,6561689,MA1728.1,+,3.11e-08,L3,CR1,LINE
chr16_random,6628447,6628459,MA1728.1,-,3.11e-08,L2c,L2,LINE
chr17,6879224,6879236,MA1728.1,-,3.11e-08,LTR57,ERVL,LTR
chr5,8650163,8650175,MA1728.1,-,3.11e-08,LTR16B1,ERVL,LTR
chr5,8653888,8653900,MA1728.1,-,3.11e-08,LTR16B1,ERVL,LTR
chr2b,8668662,8668674,MA1728.1,-,3.11e-08,L1M2a1,L1,LINE
chr2b,8676993,8677005,MA1728.1,-,3.11e-08,L1M2a1,L1,LINE
chr10,8776755,8776767,MA1728.1,-,3.11e-08,L2a,L2,LINE
chr10,8779314,8779326,MA1728.1,-,3.11e-08,L2,L2,LINE
chr2a,8962787,8962799,MA1728.1,+,3.11e-08,MER11D,ERVK,LTR
chr5_random,10669027,10669039,MA1728.1,-,3.11e-08,MLT1A1,ERVL-MaLR,LTR
chr2b_random,11429717,11429729,MA1728.1,+,3.11e-08,L2a,L2,LINE
chr5_random,16504207,16504219,MA1728.1,-,3.11e-08,LTR33A,ERVL,LTR
chr5_random,16508283,16508295,MA1728.1,-,3.11e-08,LTR33A,ERVL,LTR
chr5,17047425,17047437,MA1728.1,+,3.11e-08,LTR78,ERV1,LTR
chr12,17789498,17789510,MA1728.1,-,3.11e-08,L2b,L2,LINE
chr20,19184709,19184721,MA1728.1,-,3.11e-08,L4,RTE,LINE
chr1_random,19425412,19425424,MA1728.1,-,3.11e-08,LTR57,ERVL,LTR
chr20,20362032,20362044,MA1728.1,-,3.11e-08,L2b,L2,LINE
chr22,20764817,20764829,MA1728.1,+,3.11e-08,L2a,L2,LINE
chr2a,23013049,23013061,MA1728.1,+,3.11e-08,MIR,MIR,SINE
chr2a,23599213,23599225,MA1728.1,-,3.11e-08,MLT1A0,ERVL-MaLR,LTR
chr16,23790345,23790357,MA1728.1,+,3.11e-08,MER115,hAT-Tip100,DNA
chr2a,24894720,24894732,MA1728.1,+,3.11e-08,MLT-int,ERVL-MaLR,LTR
chr9,25224483,25224495,MA1728.1,-,3.11e-08,L1PA13,L1,LINE
chr17,25324423,25324435,MA1728.1,-,3.11e-08,MIRb,MIR,SINE
chrUn,26128267,26128279,MA1728.1,+,3.11e-08,MLT-int,ERVL-MaLR,LTR
chr1_random,27654724,27654736,MA1728.1,+,3.11e-08,MER87,ERV1,LTR
chr6,28304074,28304086,MA1728.1,-,3.11e-08,LTR18B,ERVL,LTR
chr1_random,28594271,28594283,MA1728.1,+,3.11e-08,LTR57,ERVL,LTR
chr3,28766720,28766732,MA1728.1,-,3.11e-08,ERVL-B4-int,ERVL,LTR
chr19,29658082,29658094,MA1728.1,+,3.11e-08,MER87,ERV1,LTR
chr13,29716561,29716573,MA1728.1,-,3.11e-08,MIR,MIR,SINE
chr10,30543100,30543112,MA1728.1,+,3.11e-08,MER52A,ERV1,LTR
chr17,31232706,31232718,MA1728.1,-,3.11e-08,HUERS-P2-int,ERV1,LTR
chr1_random,32282187,32282199,MA1728.1,+,3.11e-08,MER87,ERV1,LTR
chr18,32354909,32354921,MA1728.1,-,3.11e-08,MamRep38,hAT,DNA
chr21,32365925,32365937,MA1728.1,-,3.11e-08,AluJo,Alu,SINE
chr15,33004661,33004673,MA1728.1,+,3.11e-08,MER5B,hAT-Charlie,DNA
chr10,33761554,33761566,MA1728.1,-,3.11e-08,MER76-int,ERVL,LTR
chr18,35288583,35288595,MA1728.1,+,3.11e-08,L2,L2,LINE
chr20,35664389,35664401,MA1728.1,+,3.11e-08,MIRb,MIR,SINE
chr9,36706491,36706503,MA1728.1,+,3.11e-08,LTR41B,ERVL,LTR
chr14,37900266,37900278,MA1728.1,+,3.11e-08,LTR1D,ERV1,LTR
chr14,37906584,37906596,MA1728.1,+,3.11e-08,LTR1D,ERV1,LTR
chr22,39929133,39929145,MA1728.1,-,3.11e-08,Charlie25,hAT-Charlie,DNA
chrX,40171861,40171873,MA1728.1,-,3.11e-08,MLT1A1-int,ERVL-MaLR,LTR
chr22,40955721,40955733,MA1728.1,+,3.11e-08,MIR3,MIR,SINE
chr16,42203180,42203192,MA1728.1,+,3.11e-08,MER102b,hAT-Charlie,DNA
chr21,44315081,44315093,MA1728.1,-,3.11e-08,HERVH48-int,ERV1,LTR
chr2b,44470637,44470649,MA1728.1,-,3.11e-08,L1PA15-16,L1,LINE
chr2b,44477377,44477389,MA1728.1,-,3.11e-08,L1PA15-16,L1,LINE
chr6,44781843,44781855,MA1728.1,+,3.11e-08,LTR57,ERVL,LTR
chr12,45206112,45206124,MA1728.1,+,3.11e-08,MER57B2,ERV1,LTR
chr9,46863135,46863147,MA1728.1,-,3.11e-08,LTR57,ERVL,LTR
chr9,46867461,46867473,MA1728.1,-,3.11e-08,LTR57,ERVL,LTR
chr13,47220951,47220963,MA1728.1,+,3.11e-08,MER52A,ERV1,LTR
chr10,47252631,47252643,MA1728.1,-,3.11e-08,MIRb,MIR,SINE
chr14,50992571,50992583,MA1728.1,+,3.11e-08,LTR57,ERVL,LTR
chr10,51173413,51173425,MA1728.1,+,3.11e-08,L1PB4,L1,LINE
chr8,52629179,52629191,MA1728.1,-,3.11e-08,L1M2a1,L1,LINE
chr10,54093204,54093216,MA1728.1,-,3.11e-08,MLT1N2,ERVL-MaLR,LTR
chr1,54473661,54473673,MA1728.1,+,3.11e-08,LTR57,ERVL,LTR
chr2a,55045384,55045396,MA1728.1,+,3.11e-08,LTR57,ERVL,LTR
chr3,56972533,56972545,MA1728.1,-,3.11e-08,L1PA15-16,L1,LINE
chr7,60685418,60685430,MA1728.1,+,3.11e-08,L1M2a1,L1,LINE
chrX,60704469,60704481,MA1728.1,+,3.11e-08,MER87,ERV1,LTR
chr2a,61177953,61177965,MA1728.1,-,3.11e-08,MIR,MIR,SINE
chr18,62189116,62189128,MA1728.1,+,3.11e-08,L1MEb,L1,LINE
chr13,65398561,65398573,MA1728.1,-,3.11e-08,L2a,L2,LINE
chr2b,66191793,66191805,MA1728.1,-,3.11e-08,AluJb,Alu,SINE
chr5,67082635,67082647,MA1728.1,-,3.11e-08,SVA_D,SVA_D,SVA
chr14,67308440,67308452,MA1728.1,+,3.11e-08,ERVL-B4-int,ERVL,LTR
chr1,67931762,67931774,MA1728.1,+,3.11e-08,MLT1J2,ERVL-MaLR,LTR
chr10,68195469,68195481,MA1728.1,-,3.11e-08,L1PA11,L1,LINE
chr12,69789190,69789202,MA1728.1,-,3.11e-08,L1PREC2,L1,LINE
chr9,70424392,70424404,MA1728.1,-,3.11e-08,LTR57,ERVL,LTR
chr16,72994911,72994923,MA1728.1,-,3.11e-08,MIR,MIR,SINE
chr9,73386670,73386682,MA1728.1,+,3.11e-08,MER34B,ERV1,LTR
chr8,73403652,73403664,MA1728.1,-,3.11e-08,L1M2,L1,LINE
chrX,82349011,82349023,MA1728.1,-,3.11e-08,L1PA15-16,L1,LINE
