chr1,16006957,16007800
chr1,16088075,16089268
chr1,16088075,16089268
chr1,17045400,17045982
chr1,20900964,20901709
chr1,23322471,23323551
chr1,23994704,23997770
chr1,23994704,23997770
chr1,23994704,23997770
chr1,23994704,23997770
chr1,23994704,23997770
chr1,23994704,23997770
chr1,24874748,24875904
chr1,27451918,27453457
chr1,37425972,37427374
chr1,40146871,40147113
chr1,42218491,42219535
chr1,46313502,46314127
chr1,51891265,51892026
chr1,51892269,51893360
chr1,52128323,52129323
chr1,55696504,55697504
chr1,59054689,59055322
chr1,59852762,59854006
chr1,59904861,59906017
chr1,60414780,60415843
chr1,61415635,61415998
chr1,63023588,63024502
chr1,63195332,63196484
chr1,63195332,63196484
chr1,63216029,63216628
chr1,63226072,63226499
chr1,63225125,63226018
chr1,63369685,63370251
chr1,63419506,63420576
chr1,64038569,64039106
chr1,64041153,64042417
chr1,64121968,64123038
chr1,66110426,66111142
chr1,66418083,66418366
chr1,66745478,66745824
chr1,66967018,66967948
chr1,67300974,67301741
chr1,67357614,67358400
chr1,67602923,67605043
chr1,67602923,67605043
chr1,67602923,67605043
chr1,67602923,67605043
chr1,67602923,67605043
chr1,67602923,67605043
chr1,67724935,67726009
chr1,67788046,67788917
chr1,67870003,67871177
chr1,69107474,69107837
chr1,70484044,70484692
chr1,70814015,70814417
chr1,70822116,70822936
chr1,70945917,70947554
chr1,70945917,70947554
chr1,70958584,70959161
chr1,71696191,71697098
chr1,71696191,71697098
chr1,71696191,71697098
chr1,71696191,71697098
chr1,72330546,72331484
chr1,72878747,72879976
chr1,73200013,73200563
chr1,73200374,73200563
chr1,74158177,74159177
chr1,74166624,74166993
chr1,74665918,74666556
chr1,74859553,74860569
chr1,74859553,74860569
chr1,74957304,74958304
chr1,75518711,75519633
chr1,76573883,76574392
chr1,76998159,76999043
chr1,78003175,78003533
chr1,78296842,78297269
chr1,78344647,78345089
chr1,78579336,78580453
chr1,78632964,78634046
chr1,78686913,78688800
chr1,78686913,78688800
chr1,78686913,78688800
chr1,78694116,78694787
chr1,78692135,78693110
chr1,78692135,78693110
chr1,78694116,78694787
chr1,78692135,78693110
chr1,78692135,78693110
chr1,79306783,79307276
chr1,81250231,81251311
chr1,81250231,81251311
chr1,83243064,83243743
chr1,83456162,83457323
chr1,84009276,84010334
chr1,84041118,84041996
chr1,84042193,84042296
chr1,84060241,84060993
chr1,84064140,84065410
chr1,84064140,84065410
chr1,84064140,84065410
chr1,84066423,84067443
chr1,84066423,84067443
chr1,84066423,84067443
chr1,84067667,84068672
chr1,84067667,84068672
chr1,84067667,84068672
chr1,84346867,84347519
chr1,84883213,84884432
chr1,84907400,84908681
chr1,85008528,85008617
chr1,85246218,85247268
chr1,85276062,85276945
chr1,85726490,85727414
chr1,86268213,86268884
chr1,86268213,86268884
chr1,86410798,86412217
chr1,86587440,86588004
chr1,86634801,86635744
chr1,86715218,86715983
chr1,86717764,86718776
chr1,86715218,86715983
chr1,86717764,86718776
chr1,86715218,86715983
chr1,86717764,86718776
chr1,86722100,86723344
chr1,86722100,86723344
chr1,87392904,87394025
chr1,87449829,87450668
chr1,87603468,87604230
chr1,87784484,87784538
chr1,87786874,87787362
chr1,87799976,87800846
chr1,89576997,89577176
chr1,89892573,89892809
chr1,89892892,89893784
chr1,89892573,89892902
chr1,89947671,89948779
chr1,92271094,92271300
chr1,92391490,92392302
chr1,93106266,93106995
chr1,93358564,93359780
chr1,93358564,93359780
chr1,93477140,93477899
chr1,93882435,93882642
chr1,93894653,93895008
chr1,93956760,93957450
chr1,93956760,93957450
chr1,93965095,93966100
chr1,94002202,94003305
chr1,94042602,94043407
chr1,94120967,94122450
chr1,94120967,94122450
chr1,94135623,94136959
chr1,94297847,94299271
chr1,94298478,94299271
chr1,95736551,95737558
chr1,96714521,96714889
chr1,97120692,97121286
chr1,97582602,97583061
chr1,98040484,98041229
chr1,98235249,98235680
chr1,98394104,98394514
chr1,98488987,98490191
chr1,98522836,98524182
chr1,98666882,98667146
chr1,98763608,98764239
chr1,99272617,99273517
chr1,99414595,99415114
chr1,99868546,99869528
chr1,99869082,99869929
chr1,100846716,100847718
chr1,101064597,101065231
chr1,101735372,101736314
chr1,101752663,101754015
chr1,101752663,101754015
chr1,101752663,101754015
chr1,101754113,101755390
chr1,101754113,101755390
chr1,101754113,101755390
chr1,101892159,101893171
chr1,102412201,102412444
chr1,102582156,102583156
chr1,102957741,102958041
chr1,103897736,103898652
chr1,104658666,104659837
chr1,104947316,104948363
chr1,105075511,105076204
chr1,105594897,105595589
chr1,105637573,105638548
chr1,105637573,105638548
chr1,106264270,106264828
chr1,106881948,106882018
chr1,106881431,106882018
chr1,107242692,107243341
chr1,107290569,107291498
chr1,107762557,107763557
chr1,108324874,108325785
chr1,108331955,108333438
chr1,108331955,108333438
chr1,108629619,108630659
chr1,109133145,109134142
chr1,109133466,109134142
chr1,109136094,109136811
chr1,109136094,109136197
chr1,109156053,109157053
chr1,109180882,109181229
chr1,109180882,109181229
chr1,109180882,109181229
chr1,109182363,109184161
chr1,109182363,109184161
chr1,109182363,109184161
chr1,109191524,109192619
chr1,109191524,109192619
chr1,109191524,109192619
chr1,111047983,111049102
chr1,112647689,112649279
chr1,112681282,112682817
chr1,112681282,112682817
chr1,112681282,112682817
chr1,112681282,112682817
chr1,112701457,112703203
chr1,112701457,112703203
chr1,112701831,112703039
chr1,112729503,112730527
chr1,112870906,112872485
chr1,112870906,112872485
chr1,112872590,112874339
chr1,112872590,112874339
chr1,112877055,112878373
chr1,112877055,112878373
chr1,112877055,112878373
chr1,112877055,112878373
chr1,113579621,113580678
chr1,113689952,113690982
chr1,119205354,119206480
chr1,119290790,119291726
chr1,119296025,119297397
chr1,119302423,119303666
chr1,121330218,121330287
chr1,121831776,121832465
chr1,121911794,121911921
chr1,122282050,122282961
chr1,124619399,124619944
chr1,125162449,125162738
chr1,125190645,125192021
chr1,125190645,125192021
chr1,125194075,125194666
chr1,125672253,125672550
chr1,125712451,125713439
chr1,125713500,125713661
chr1,125960712,125961846
chr1,127876378,127877478
chr1,127879458,127880979
chr1,127900730,127901538
chr1,127900730,127901538
chr1,127917694,127918694
chr1,127917694,127918694
chr1,127929064,127930113
chr1,127929064,127930113
chr1,127945725,127946691
chr1,127945725,127946691
chr1,127947737,127947879
chr1,127947737,127947879
chr1,127948223,127949623
chr1,127967528,127968372
chr1,127977407,127978680
chr1,129649652,129650645
chr1,130546788,130546913
chr1,131033971,131034971
chr1,135515683,135516458
chr1,137185062,137186062
chr1,137825132,137825841
chr1,138852509,138853438
chr1,138986027,138986747
chr1,139863617,139864617
chr1,140123198,140123988
chr1,146393733,146394725
chr1,146422102,146423097
chr1,146422102,146423097
chr1,147337741,147338379
chr1,147764219,147765251
chr1,148349238,148349398
chr1,148349238,148349398
chr1,148349238,148349398
chr1,148349238,148349398
chr1,148349238,148349398
chr1,148349238,148349398
chr1,148351354,148352754
chr1,148351354,148352754
chr1,148351354,148352754
chr1,148351354,148352754
chr1,148351354,148352754
chr1,148351354,148352754
chr1,148436921,148437927
chr1,148944378,148945218
chr1,150669987,150670930
chr1,151046232,151046594
chr1,151067641,151067795
chr1,151176887,151177751
chr1,152655681,152656467
chr1,152655681,152656467
chr1,152726296,152727166
chr1,152726296,152727166
chr1,152726059,152726949
chr1,152869422,152870485
chr1,152950468,152951310
chr1,152950468,152951310
chr1,153241316,153241638
chr1,153492811,153493252
chr1,154464934,154465017
chr1,154505077,154505414
chr1,154591189,154591216
chr1,154593166,154595257
chr1,154593166,154595257
chr1,154593166,154594162
chr1,154593166,154595257
chr1,154593166,154595257
chr1,154593166,154594162
chr1,154663404,154664061
chr1,155250779,155251626
chr1,156542966,156543318
chr1,157093206,157093633
chr1,157299128,157300128
chr1,157713529,157714636
chr1,158608122,158608963
chr1,158608122,158608963
chr1,158804871,158806268
chr1,158908306,158909285
chr1,159330869,159331660
chr1,162120938,162122358
chr1,162233475,162233681
chr1,163349165,163349378
chr1,163352235,163353242
chr1,163352235,163353242
chr1,163352235,163353242
chr1,163358337,163358850
chr1,163485267,163486380
chr1,163755736,163756136
chr1,163765639,163766300
chr1,165010441,165011695
chr1,165045805,165046252
chr1,165054368,165055473
chr1,165177934,165178939
chr1,165177934,165178939
chr1,165407694,165407990
chr1,165455149,165456235
chr1,165596361,165596708
chr1,165762446,165763387
chr1,165938821,165939047
chr1,166180865,166181737
chr1,166598590,166599717
chr1,166664398,166665237
chr1,166824227,166824936
chr1,168838012,168838797
chr1,169037301,169037471
chr1,169348373,169349159
chr1,170239159,170240329
chr1,170362337,170363143
chr1,170978064,170979046
chr1,171151735,171151945
chr1,171164548,171165148
chr1,171163361,171164143
chr1,171187974,171188609
