chr1,567387,569883,macs3_results/GM18558_peak_2a,96,.,2.59668,9.61212,5.95453,455
chr1,567387,569883,macs3_results/GM18558_peak_2a,96,.,2.59668,9.61212,5.95453,455
chr1,567387,569883,macs3_results/GM18558_peak_2b,386,.,4.92722,38.613,34.3745,1838
chr1,567387,569883,macs3_results/GM18558_peak_2b,386,.,4.92722,38.613,34.3745,1838
chr1,23616608,23617908,macs3_results/GM18558_peak_26,32,.,1.76061,3.22046,0.875081,623
chr1,23616608,23617908,macs3_results/GM18558_peak_26,32,.,1.76061,3.22046,0.875081,623
chr1,25156009,25157008,macs3_results/GM18558_peak_31,43,.,1.84329,4.37228,1.58335,519
chr1,51570257,51571265,macs3_results/GM18558_peak_56,46,.,1.97763,4.60257,1.7399,522
chr1,52938489,52939521,macs3_results/GM18558_peak_68,42,.,1.94122,4.28158,1.51009,578
chr1,58965239,58965564,macs3_results/GM18558_peak_76,44,.,1.92061,4.4063,1.61513,585
chr1,63118178,63118966,macs3_results/GM18558_peak_89,49,.,1.97035,4.94771,1.99281,838
chr1,65405632,65406465,macs3_results/GM18558_peak_93,28,.,1.68631,2.83289,0.671462,779
chr1,67192396,67193580,macs3_results/GM18558_peak_101,63,.,2.16968,6.31291,3.05738,464
chr1,67285327,67286327,macs3_results/GM18558_peak_103,39,.,1.86839,3.97072,1.29064,526
chr1,67511409,67511927,macs3_results/GM18558_peak_106,21,.,1.53804,2.13899,0.342546,483
chr1,67511409,67512023,macs3_results/GM18558_peak_106,21,.,1.53804,2.13899,0.342546,483
chr1,67605343,67606157,macs3_results/GM18558_peak_107,59,.,2.158,5.97459,2.77734,486
chr1,70555905,70556090,macs3_results/GM18558_peak_119,36,.,1.83197,3.6702,1.13964,502
chr1,70555905,70556989,macs3_results/GM18558_peak_119,36,.,1.83197,3.6702,1.13964,502
chr1,70555905,70556989,macs3_results/GM18558_peak_119,36,.,1.83197,3.6702,1.13964,502
chr1,74605980,74606919,macs3_results/GM18558_peak_136,63,.,2.23253,6.35253,3.05738,741
chr1,82829129,82829553,macs3_results/GM18558_peak_178,36,.,1.83197,3.6702,1.13964,776
chr1,84044552,84044955,macs3_results/GM18558_peak_187,33,.,1.7553,3.30867,0.947561,472
chr1,88032118,88033333,macs3_results/GM18558_peak_231a,88,.,2.30105,8.83323,5.23756,914
chr1,88032118,88033333,macs3_results/GM18558_peak_231b,51,.,1.98377,5.1237,2.1499,3299
chr1,89058991,89059680,macs3_results/GM18558_peak_262,33,.,1.79414,3.37377,0.953179,931
chr1,90486168,90487177,macs3_results/GM18558_peak_272,40,.,1.90343,4.09605,1.3975,495
chr1,90903897,90904931,macs3_results/GM18558_peak_273,23,.,1.57707,2.3305,0.381085,697
chr1,94940565,94941619,macs3_results/GM18558_peak_296,49,.,2.01405,4.93349,1.98244,1020
chr1,100944687,100945041,macs3_results/GM18558_peak_328,24,.,1.53695,2.40431,0.442748,493
chr1,101333436,101333451,macs3_results/GM18558_peak_330,39,.,1.82458,3.9045,1.29064,442
chr1,101439634,101440274,macs3_results/GM18558_peak_335,49,.,2.01405,4.93349,1.98244,1129
chr1,102489082,102490230,macs3_results/GM18558_peak_344a,114,.,2.77875,11.4332,7.6476,1945
chr1,102489082,102490230,macs3_results/GM18558_peak_344b,91,.,2.56027,9.17597,5.54931,3675
chr1,104872811,104873811,macs3_results/GM18558_peak_357,79,.,2.41461,7.91553,4.41637,853
chr1,104895963,104897084,macs3_results/GM18558_peak_361a,75,.,2.37819,7.51187,4.05334,1453
chr1,104895963,104897084,macs3_results/GM18558_peak_361b,96,.,2.59668,9.61212,5.95453,3901
chr1,104895963,104897084,macs3_results/GM18558_peak_361c,134,.,2.92821,13.4335,9.53577,5010
chr1,104895963,104897084,macs3_results/GM18558_peak_361d,91,.,2.56027,9.17597,5.54931,6344
chr1,104943388,104944089,macs3_results/GM18558_peak_367,41,.,1.85641,4.19565,1.48081,1177
chr1,109896189,109897229,macs3_results/GM18558_peak_403a,36,.,1.83197,3.6702,1.13964,657
chr1,109896189,109897229,macs3_results/GM18558_peak_403c,59,.,2.05724,5.95961,2.77734,4297
chr1,109896189,109897229,macs3_results/GM18558_peak_403b,63,.,2.19612,6.35253,3.05738,1806
chr1,109907399,109908104,macs3_results/GM18558_peak_405,70,.,2.26445,7.06331,3.70075,1661
chr1,109921598,109922470,macs3_results/GM18558_peak_408,67,.,2.26895,6.73021,3.38691,1640
chr1,113743597,113744671,macs3_results/GM18558_peak_440,75,.,2.34178,7.51187,4.05334,517
chr1,113950768,113951904,macs3_results/GM18558_peak_451a,119,.,2.81517,11.907,8.08359,874
chr1,113950768,113951904,macs3_results/GM18558_peak_451b,114,.,2.77875,11.4332,7.6476,3815
chr1,114070281,114071390,macs3_results/GM18558_peak_470a,63,.,2.23253,6.35253,3.05738,791
chr1,114070281,114071390,macs3_results/GM18558_peak_470b,96,.,2.59668,9.61212,5.95453,3587
chr1,114070281,114071390,macs3_results/GM18558_peak_470c,52,.,2.05046,5.27413,2.20335,6050
chr1,114097859,114098624,macs3_results/GM18558_peak_474,71,.,2.30536,7.11671,3.72583,627
chr1,150190780,150192609,macs3_results/GM18558_peak_528,56,.,2.12162,5.61541,2.48454,1543
chr1,152794991,152795976,macs3_results/GM18558_peak_534,31,.,1.75914,3.10106,0.777618,895
chr1,159214345,159215107,macs3_results/GM18558_peak_546,49,.,2.01405,4.93349,1.98244,436
chr1,163125941,163126907,macs3_results/GM18558_peak_560,33,.,1.79556,3.38024,0.953179,499
chr1,168038225,168038387,macs3_results/GM18558_peak_571,29,.,1.62545,2.9292,0.749643,605
chr1,169905503,169906127,macs3_results/GM18558_peak_578,39,.,1.9048,3.97072,1.29064,489
chr1,169999443,170000101,macs3_results/GM18558_peak_580,58,.,2.09675,5.88829,2.72277,699
chr1,172669716,172670716,macs3_results/GM18558_peak_594,96,.,2.50248,9.65061,5.99234,918
chr1,174429712,174430415,macs3_results/GM18558_peak_617,41,.,1.85641,4.19565,1.48081,656
chr1,180734924,180735747,macs3_results/GM18558_peak_642,83,.,2.36582,8.36271,4.82389,767
chr1,184667228,184667287,macs3_results/GM18558_peak_651,62,.,2.18396,6.25512,3.0313,520
chr1,187305012,187306012,macs3_results/GM18558_peak_681,36,.,1.83197,3.6702,1.13964,923
chr1,188069665,188070409,macs3_results/GM18558_peak_692,52,.,2.05046,5.27413,2.20335,557
chr1,188892370,188892686,macs3_results/GM18558_peak_698,43,.,1.87068,4.31896,1.53811,601
chr1,191467112,191467934,macs3_results/GM18558_peak_721,39,.,1.85807,3.92051,1.29064,556
chr1,191925354,191925778,macs3_results/GM18558_peak_722a,22,.,1.57366,2.25837,0.381085,449
chr1,191925354,191925778,macs3_results/GM18558_peak_722b,25,.,1.6499,2.57596,0.52187,1521
chr1,192988013,192988685,macs3_results/GM18558_peak_733,43,.,1.93012,4.36289,1.57805,899
chr1,197361216,197361804,macs3_results/GM18558_peak_769,52,.,2.05046,5.27413,2.20335,601
chr1,197477639,197478062,macs3_results/GM18558_peak_771,31,.,1.75914,3.10106,0.777618,652
chr1,198835194,198835869,macs3_results/GM18558_peak_800,44,.,1.89541,4.45054,1.65138,477
chr1,199115957,199116634,macs3_results/GM18558_peak_813,31,.,1.66246,3.16259,0.832049,459
chr1,199153261,199153583,macs3_results/GM18558_peak_814,52,.,1.98816,5.25277,2.20335,569
chr1,199153261,199153583,macs3_results/GM18558_peak_814,52,.,1.98816,5.25277,2.20335,569
chr1,199460251,199460329,macs3_results/GM18558_peak_823,21,.,1.50865,2.19189,0.381085,494
chr1,199461623,199462653,macs3_results/GM18558_peak_824,59,.,2.1597,5.98384,2.77734,728
chr1,213403861,213404776,macs3_results/GM18558_peak_853,31,.,1.72273,3.10106,0.777618,508
chr1,216046382,216047129,macs3_results/GM18558_peak_860,39,.,1.9048,3.97072,1.29064,494
chr10,5137163,5138540,macs3_results/GM18558_peak_934,52,.,2.05046,5.27413,2.20335,1582
chr10,15839372,15839700,macs3_results/GM18558_peak_950,39,.,1.86692,3.96356,1.29064,479
chr10,15966280,15966928,macs3_results/GM18558_peak_952,33,.,1.79556,3.38024,0.953179,493
chr10,19405032,19406200,macs3_results/GM18558_peak_960b,2073,.,13.2662,207.392,202.786,4120
chr10,19405032,19406200,macs3_results/GM18558_peak_960c,2418,.,11.7241,241.893,237.231,6364
chr10,19405032,19406200,macs3_results/GM18558_peak_960r,1770,.,11.3057,177.07,172.557,51422
chr10,19405032,19406200,macs3_results/GM18558_peak_960bf,3900,.,20.2942,390.076,384.874,79712
chr10,19405032,19406200,macs3_results/GM18558_peak_960k,2459,.,14.8684,245.97,241.297,28342
chr10,19405032,19406200,macs3_results/GM18558_peak_960bc,4060,.,20.8404,406.089,400.826,75366
chr10,19405032,19406200,macs3_results/GM18558_peak_960s,3326,.,18.1821,332.656,327.678,53095
chr10,19405032,19406200,macs3_results/GM18558_peak_960j,2737,.,15.9608,273.766,269.007,24309
chr10,19405032,19406200,macs3_results/GM18558_peak_960t,2688,.,15.7424,268.881,264.142,54801
chr10,19405032,19406200,macs3_results/GM18558_peak_960bg,2921,.,14.8636,292.134,287.318,81324
chr10,19405032,19406200,macs3_results/GM18558_peak_960bb,4020,.,20.6947,402.072,396.823,74155
chr10,19405032,19406200,macs3_results/GM18558_peak_960u,3148,.,17.4903,314.836,309.937,56744
chr10,19405032,19406200,macs3_results/GM18558_peak_960be,4263,.,21.5687,426.304,420.972,78760
chr10,19405032,19406200,macs3_results/GM18558_peak_960i,3261,.,17.9495,326.138,321.193,22331
chr10,19405032,19406200,macs3_results/GM18558_peak_960v,3834,.,20.0393,383.448,378.276,58575
chr10,19405032,19406200,macs3_results/GM18558_peak_960h,3423,.,16.114,342.318,337.295,19402
chr10,19405032,19406200,macs3_results/GM18558_peak_960ba,4235,.,21.4595,423.596,418.273,69552
chr10,19405032,19406200,macs3_results/GM18558_peak_960d,1649,.,9.82889,164.962,160.487,10503
chr10,19405032,19406200,macs3_results/GM18558_peak_960w,4154,.,21.2045,415.495,410.193,61550
chr10,19405032,19406200,macs3_results/GM18558_peak_960g,3035,.,17.0897,303.503,298.646,16713
chr10,19405032,19406200,macs3_results/GM18558_peak_960x,3755,.,19.748,375.528,370.393,63439
chr10,19405032,19406200,macs3_results/GM18558_peak_960f,3110,.,17.381,311.048,306.163,15052
chr10,19405032,19406200,macs3_results/GM18558_peak_960z,2754,.,13.5928,275.493,270.73,67804
chr10,19405032,19406200,macs3_results/GM18558_peak_960y,2984,.,16.9076,298.497,293.656,66954
chr10,19405032,19406200,macs3_results/GM18558_peak_960e,1759,.,11.9188,175.985,171.474,12348
chr10,19405032,19406200,macs3_results/GM18558_peak_960bd,3508,.,15.5907,350.806,345.754,77141
chr10,19405032,19406200,macs3_results/GM18558_peak_960l,270,.,4.12609,27.0924,22.9236,32073
chr10,19405032,19406200,macs3_results/GM18558_peak_960o,3284,.,15.2908,328.409,323.453,40606
chr10,19405032,19406200,macs3_results/GM18558_peak_960a,1355,.,10.1345,135.569,131.173,1958
chr10,19405032,19406200,macs3_results/GM18558_peak_960n,3101,.,14.0518,310.187,305.306,38535
chr10,19405032,19406200,macs3_results/GM18558_peak_960p,3451,.,18.0714,345.179,340.144,43781
chr10,19405032,19406200,macs3_results/GM18558_peak_960q,3201,.,16.6544,320.102,315.181,47079
chr10,19405032,19406200,macs3_results/GM18558_peak_960m,2514,.,14.5982,251.491,246.805,35200
chr10,19406354,19407579,macs3_results/GM18558_peak_960p,3451,.,18.0714,345.179,340.144,43781
chr10,19406354,19407579,macs3_results/GM18558_peak_960o,3284,.,15.2908,328.409,323.453,40606
chr10,19406354,19407579,macs3_results/GM18558_peak_960c,2418,.,11.7241,241.893,237.231,6364
chr10,19406354,19407579,macs3_results/GM18558_peak_960t,2688,.,15.7424,268.881,264.142,54801
chr10,19406354,19407579,macs3_results/GM18558_peak_960bg,2921,.,14.8636,292.134,287.318,81324
chr10,19406354,19407579,macs3_results/GM18558_peak_960n,3101,.,14.0518,310.187,305.306,38535
chr10,19406354,19407579,macs3_results/GM18558_peak_960g,3035,.,17.0897,303.503,298.646,16713
chr10,19406354,19407579,macs3_results/GM18558_peak_960bb,4020,.,20.6947,402.072,396.823,74155
chr10,19406354,19407579,macs3_results/GM18558_peak_960m,2514,.,14.5982,251.491,246.805,35200
chr10,19406354,19407579,macs3_results/GM18558_peak_960u,3148,.,17.4903,314.836,309.937,56744
chr10,19406354,19407579,macs3_results/GM18558_peak_960bd,3508,.,15.5907,350.806,345.754,77141
chr10,19406354,19407579,macs3_results/GM18558_peak_960i,3261,.,17.9495,326.138,321.193,22331
chr10,19406354,19407579,macs3_results/GM18558_peak_960be,4263,.,21.5687,426.304,420.972,78760
chr10,19406354,19407579,macs3_results/GM18558_peak_960w,4154,.,21.2045,415.495,410.193,61550
chr10,19406354,19407579,macs3_results/GM18558_peak_960v,3834,.,20.0393,383.448,378.276,58575
chr10,19406354,19407579,macs3_results/GM18558_peak_960h,3423,.,16.114,342.318,337.295,19402
chr10,19406354,19407579,macs3_results/GM18558_peak_960ba,4235,.,21.4595,423.596,418.273,69552
chr10,19406354,19407579,macs3_results/GM18558_peak_960d,1649,.,9.82889,164.962,160.487,10503
chr10,19406354,19407579,macs3_results/GM18558_peak_960x,3755,.,19.748,375.528,370.393,63439
chr10,19406354,19407579,macs3_results/GM18558_peak_960b,2073,.,13.2662,207.392,202.786,4120
chr10,19406354,19407579,macs3_results/GM18558_peak_960e,1759,.,11.9188,175.985,171.474,12348
chr10,19406354,19407579,macs3_results/GM18558_peak_960bf,3900,.,20.2942,390.076,384.874,79712
chr10,19406354,19407579,macs3_results/GM18558_peak_960l,270,.,4.12609,27.0924,22.9236,32073
chr10,19406354,19407579,macs3_results/GM18558_peak_960r,1770,.,11.3057,177.07,172.557,51422
chr10,19406354,19407579,macs3_results/GM18558_peak_960q,3201,.,16.6544,320.102,315.181,47079
chr10,19406354,19407579,macs3_results/GM18558_peak_960k,2459,.,14.8684,245.97,241.297,28342
chr10,19406354,19407579,macs3_results/GM18558_peak_960bc,4060,.,20.8404,406.089,400.826,75366
chr10,19406354,19407579,macs3_results/GM18558_peak_960y,2984,.,16.9076,298.497,293.656,66954
chr10,19406354,19407579,macs3_results/GM18558_peak_960a,1355,.,10.1345,135.569,131.173,1958
chr10,19406354,19407579,macs3_results/GM18558_peak_960j,2737,.,15.9608,273.766,269.007,24309
chr10,19406354,19407579,macs3_results/GM18558_peak_960s,3326,.,18.1821,332.656,327.678,53095
chr10,19406354,19407579,macs3_results/GM18558_peak_960z,2754,.,13.5928,275.493,270.73,67804
chr10,19406354,19407579,macs3_results/GM18558_peak_960f,3110,.,17.381,311.048,306.163,15052
chr10,19452702,19454186,macs3_results/GM18558_peak_960x,3755,.,19.748,375.528,370.393,63439
chr10,19452702,19454186,macs3_results/GM18558_peak_960m,2514,.,14.5982,251.491,246.805,35200
chr10,19452702,19454186,macs3_results/GM18558_peak_960h,3423,.,16.114,342.318,337.295,19402
chr10,19452702,19454186,macs3_results/GM18558_peak_960u,3148,.,17.4903,314.836,309.937,56744
chr10,19452702,19454186,macs3_results/GM18558_peak_960f,3110,.,17.381,311.048,306.163,15052
chr10,19452702,19454186,macs3_results/GM18558_peak_960a,1355,.,10.1345,135.569,131.173,1958
chr10,19452702,19454186,macs3_results/GM18558_peak_960v,3834,.,20.0393,383.448,378.276,58575
chr10,19452702,19454186,macs3_results/GM18558_peak_960d,1649,.,9.82889,164.962,160.487,10503
chr10,19452702,19454186,macs3_results/GM18558_peak_960o,3284,.,15.2908,328.409,323.453,40606
